Mouse,Date,Neuron,Preferred Fano Factor,Null Fano Factor,Plaid Pref/Null Fano Factor,Normalization Index,Noise Correlation,All-Red Noise Correlation,OSI,Red-Red Noise Correlation,Red-All Noise Correlation,Exc-Exc Noise Correlation
42N,022524,3,6.503901217230117,3.6309077078652985,2.2725287820802245,0.7945258021354675,0.01864867245360976,0.04836788439995773,0.6653173300783248,0.01407773356475787,"[-0.01172615 -0.04094927  0.05284149 -0.01940185  0.00463457 -0.03538362
 -0.00684019  0.05700049  0.04583992 -0.0191031   0.02426836  0.03538742
  0.00082322  0.04715952 -0.00406692         nan  0.02821462  0.05301156
 -0.01834398  0.0323458   0.06077342  0.02026018  0.00612122  0.0298081
  0.03501593 -0.00570116 -0.00997448  0.00143604  0.06794833  0.04846789
  0.05503742  0.01808802 -0.05209496  0.00749408 -0.00417985  0.03899765
  0.0538732 ]",0.008589239531164548
