Mouse,Date,Trial Type,Neuron1,Neuron2,Angular Difference,Inhibitory Population,Normalization Index (NI) Neuron1,Normalization Index (NI) Neuron2,OSI Neuron1,OSI Neuron2,Exc-Exc Noise Correlation,Exc-Red Noise Correlation,Red-Red Noise Correlation
30N,62924,Plaid,23,13,0.0,SST,0.3462866879211442,0.2839460100331841,0.2867028457782862,0.2149367929585471,,-0.0049853050677378,
30N,62924,Plaid,23,14,0.0,SST,0.3462866879211442,0.4783517514001817,0.2867028457782862,0.1716294472012357,-0.0119520102796579,,
30N,62924,Plaid,23,15,45.0,SST,0.3462866879211442,0.0119829758440399,0.2867028457782862,0.2129006371669866,-0.0197642295412514,,
30N,62924,Plaid,23,16,67.5,SST,0.3462866879211442,-0.0309092172009801,0.2867028457782862,0.2450767573698955,0.0155938665424905,,
30N,62924,Plaid,23,17,157.5,SST,0.3462866879211442,0.5583661163371278,0.2867028457782862,0.2932251982958356,0.0154226044032124,,
30N,62924,Plaid,23,18,45.0,SST,0.3462866879211442,0.4239245202589358,0.2867028457782862,0.2292250708961149,0.017797098838546,,
30N,62924,Plaid,23,19,157.5,SST,0.3462866879211442,0.1893725397113057,0.2867028457782862,0.12705089100795,-0.0040356825354137,,
30N,62924,Plaid,23,20,157.5,SST,0.3462866879211442,0.3961817661219455,0.2867028457782862,0.2916108653204953,-0.0052897417181808,,
30N,62924,Plaid,23,21,157.5,SST,0.3462866879211442,0.3537033707402778,0.2867028457782862,0.2455825809341067,-0.0250181557932208,,
30N,62924,Plaid,23,22,0.0,SST,0.3462866879211442,0.4885236292178151,0.2867028457782862,0.3251575214770621,0.0152753833234211,,
37L2,71024,Grating,0,1,45.0,PV,0.6156853669752509,-0.5671472029098837,0.2021436006188814,0.4125551715300431,-0.0665679292054875,,
37L2,71024,Grating,0,2,67.5,PV,0.6156853669752509,0.4413116196273366,0.2021436006188814,0.2835009632888811,-0.0366192825010571,,
37L2,71024,Grating,0,3,67.5,PV,0.6156853669752509,0.6932195637380781,0.2021436006188814,0.6885240943923294,-0.0637516805078568,,
37L2,71024,Grating,0,4,67.5,PV,0.6156853669752509,0.4205116961689382,0.2021436006188814,0.1542022940316945,-0.0193989893598565,,
37L2,71024,Grating,0,5,67.5,PV,0.6156853669752509,0.5236780044832735,0.2021436006188814,0.2347449698485748,-0.0426006483719479,,
37L2,71024,Grating,0,6,90.0,PV,0.6156853669752509,0.4629318066383303,0.2021436006188814,0.1761188410764327,-0.0274313291663533,,
37L2,71024,Grating,0,7,67.5,PV,0.6156853669752509,-0.4431246550251281,0.2021436006188814,0.4268228979843983,0.0258666849943012,,
37L2,71024,Grating,0,8,45.0,PV,0.6156853669752509,0.3202154060274778,0.2021436006188814,0.1411214131039943,-0.0404388876540308,,
37L2,71024,Grating,0,9,90.0,PV,0.6156853669752509,0.4419502495738869,0.2021436006188814,0.1431523241452205,-0.0563327820453599,,
37L2,71024,Grating,0,10,90.0,PV,0.6156853669752509,0.621917073153038,0.2021436006188814,0.2840648490354137,0.1019614291661022,,
37L2,71024,Grating,0,11,45.0,PV,0.6156853669752509,0.4073267369985839,0.2021436006188814,0.1515369664542137,0.1161329188143641,,
37L2,71024,Grating,0,12,90.0,PV,0.6156853669752509,0.7605426964468572,0.2021436006188814,0.4512170802505069,0.0013640629782438,,
37L2,71024,Grating,0,13,67.5,PV,0.6156853669752509,0.5988021042703429,0.2021436006188814,0.4606208428674479,0.1803744038855861,,
37L2,71024,Grating,0,14,67.5,PV,0.6156853669752509,0.8317015403356107,0.2021436006188814,0.6029836734146603,0.0096201638362077,,
37L2,71024,Grating,0,15,90.0,PV,0.6156853669752509,0.6261019584198774,0.2021436006188814,0.5034191825131644,-0.0515231066014613,,
37L2,71024,Grating,0,16,90.0,PV,0.6156853669752509,0.3551614966918772,0.2021436006188814,0.1624419526644299,0.1270734402843283,,
37L2,71024,Grating,0,17,90.0,PV,0.6156853669752509,0.6974837687773731,0.2021436006188814,0.6051869188188559,-0.0252938714687646,,
37L2,71024,Grating,0,18,90.0,PV,0.6156853669752509,0.4856226881236931,0.2021436006188814,0.3074684864783202,-0.0414825591110177,,
37L2,71024,Grating,0,19,90.0,PV,0.6156853669752509,0.4655643542134721,0.2021436006188814,0.400408653622685,-0.0385214810754218,,
37L2,71024,Grating,0,20,67.5,PV,0.6156853669752509,0.5460446866249765,0.2021436006188814,0.2919397467949629,-0.0520729143107699,,
37L2,71024,Grating,0,21,22.5,PV,0.6156853669752509,0.0467665907068353,0.2021436006188814,0.1671608208373199,0.0335554733763198,,
37L2,71024,Grating,0,22,67.5,PV,0.6156853669752509,0.5244315156876924,0.2021436006188814,0.2775324342468368,0.0065756361747917,,
37L2,71024,Grating,0,23,90.0,PV,0.6156853669752509,0.7861843096192059,0.2021436006188814,0.6057729898502164,-0.0070929712544551,,
37L2,71024,Grating,0,24,90.0,PV,0.6156853669752509,-0.4654738461715675,0.2021436006188814,0.1956530716332885,0.0002425140363409,,
37L2,71024,Grating,0,25,90.0,PV,0.6156853669752509,-0.0448508091720097,0.2021436006188814,0.2522029954648542,0.0774047046418885,,
37L2,71024,Grating,0,26,45.0,PV,0.6156853669752509,0.5408870004383627,0.2021436006188814,0.3484817868968012,-0.0172994749256044,,
37L2,71024,Grating,0,27,45.0,PV,0.6156853669752509,0.5542631726249548,0.2021436006188814,0.4280418765646909,-0.030813927610621,,
37L2,71024,Grating,0,28,67.5,PV,0.6156853669752509,0.2365986735031788,0.2021436006188814,0.1563897173842769,-0.0033842710962508,,
37L2,71024,Grating,0,29,45.0,PV,0.6156853669752509,0.3925140403296851,0.2021436006188814,0.278025332687372,0.0733695523376342,,
37L2,71024,Grating,0,30,90.0,PV,0.6156853669752509,0.0582180500307133,0.2021436006188814,0.2802158186512061,0.0059926349278373,,
37L2,71024,Grating,0,31,67.5,PV,0.6156853669752509,0.3213062033505806,0.2021436006188814,0.0852774388361357,-0.0089485180577879,,
37L2,71024,Grating,0,32,90.0,PV,0.6156853669752509,0.2500792823532109,0.2021436006188814,0.2050925262396284,-0.0314754132490012,,
37L2,71024,Grating,0,33,22.5,PV,0.6156853669752509,0.3651607064009418,0.2021436006188814,0.2155232759390118,-0.0312489056710963,,
37L2,71024,Grating,0,34,67.5,PV,0.6156853669752509,0.3489026196999635,0.2021436006188814,0.4183043825233929,0.081244981226443,,
37L2,71024,Grating,0,35,67.5,PV,0.6156853669752509,0.3270480496081384,0.2021436006188814,0.1797973304402097,0.0041037411499098,,
37L2,71024,Grating,0,36,67.5,PV,0.6156853669752509,0.1044114026819624,0.2021436006188814,0.1923330465882797,-0.028863144440596,,
37L2,71024,Grating,0,37,90.0,PV,0.6156853669752509,0.476565894023695,0.2021436006188814,0.2960956262074259,0.0240604084433115,,
37L2,71024,Grating,0,38,45.0,PV,0.6156853669752509,0.2805071733768255,0.2021436006188814,0.3656572083647055,0.0032665274628538,,
37L2,71024,Grating,0,39,90.0,PV,0.6156853669752509,0.0179649389134632,0.2021436006188814,0.0509618646190612,0.0269825991906648,,
37L2,71024,Grating,0,40,90.0,PV,0.6156853669752509,0.2278204945979803,0.2021436006188814,0.3524322940725902,0.0817800627349148,,
37L2,71024,Grating,0,41,67.5,PV,0.6156853669752509,0.6248474167629483,0.2021436006188814,0.1341022120101217,-0.0269618989927331,,
37L2,71024,Grating,0,42,45.0,PV,0.6156853669752509,0.5260101567275415,0.2021436006188814,0.0146601487360735,0.001773188760265,,
37L2,71024,Grating,0,43,67.5,PV,0.6156853669752509,0.3538716423243758,0.2021436006188814,0.1764079861816745,0.1198736708615313,,
37L2,71024,Grating,0,44,22.5,PV,0.6156853669752509,0.4121575978676587,0.2021436006188814,0.2204851247630578,0.008869676478227,,
37L2,71024,Grating,0,45,90.0,PV,0.6156853669752509,-0.0524832856905075,0.2021436006188814,0.1383978298180337,0.1161869769371777,,
37L2,71024,Grating,0,46,67.5,PV,0.6156853669752509,0.3883460457336773,0.2021436006188814,0.2339124829815651,0.0109443901387706,,
37L2,71024,Grating,0,47,22.5,PV,0.6156853669752509,0.5270462902907884,0.2021436006188814,0.389247562598693,-0.03213311445814,,
37L2,71024,Grating,0,48,67.5,PV,0.6156853669752509,0.2846946823831445,0.2021436006188814,0.3036257382371747,0.025077399303899,,
37L2,71024,Grating,0,49,67.5,PV,0.6156853669752509,0.2186857153935394,0.2021436006188814,0.2367370599767895,-0.018424848709758,,
37L2,71024,Grating,0,50,45.0,PV,0.6156853669752509,-0.2159802904665313,0.2021436006188814,0.2741652268201659,-0.0084750446592894,,
37L2,71024,Grating,0,51,67.5,PV,0.6156853669752509,0.4731553336661845,0.2021436006188814,0.1699298866145813,0.0635156452893716,,
37L2,71024,Grating,0,52,45.0,PV,0.6156853669752509,0.3260581694781221,0.2021436006188814,0.1668859070302363,-0.0061866940781972,,
37L2,71024,Grating,0,53,67.5,PV,0.6156853669752509,0.5056666831892704,0.2021436006188814,0.2756649517353469,-0.0131879088368919,,
37L2,71024,Grating,0,54,67.5,PV,0.6156853669752509,0.292918291429302,0.2021436006188814,0.2061495223393643,-0.0217556553656317,,
37L2,71024,Grating,0,55,90.0,PV,0.6156853669752509,0.5760970098301992,0.2021436006188814,0.1592210378590796,0.0235582654935233,,
37L2,71024,Grating,0,56,90.0,PV,0.6156853669752509,0.4181894579307797,0.2021436006188814,0.013640549116468,0.0191187534850769,,
37L2,71024,Grating,0,57,45.0,PV,0.6156853669752509,0.4883964137147781,0.2021436006188814,0.1439709804072972,0.0260398276999226,,
37L2,71024,Grating,0,58,90.0,PV,0.6156853669752509,0.159668019447843,0.2021436006188814,0.3186098171770302,0.0311121779390692,,
37L2,71024,Grating,0,59,45.0,PV,0.6156853669752509,0.6220930881999315,0.2021436006188814,0.5841361301158733,0.0016012749185815,,
37L2,71024,Grating,0,60,67.5,PV,0.6156853669752509,0.377278856540418,0.2021436006188814,0.1427369904061947,-0.0167641775007323,,
37L2,71024,Grating,0,61,0.0,PV,0.6156853669752509,0.1060585455038949,0.2021436006188814,0.1279109123044721,0.0489444767134915,,
37L2,71024,Grating,0,62,22.5,PV,0.6156853669752509,0.5363095531127842,0.2021436006188814,0.2713116795943096,-0.0464056393267261,,
37L2,71024,Grating,0,63,90.0,PV,0.6156853669752509,0.4184031531032785,0.2021436006188814,0.1275734472742185,0.0017465588017357,,
37L2,71024,Grating,0,64,45.0,PV,0.6156853669752509,0.5435093185027702,0.2021436006188814,0.1754783946687231,-0.0471788044430084,,
37L2,71024,Grating,0,65,67.5,PV,0.6156853669752509,0.2666732661340112,0.2021436006188814,0.2995426335189033,-0.0213289355440856,,
37L2,71024,Grating,0,66,67.5,PV,0.6156853669752509,0.0813549160400187,0.2021436006188814,0.2591251307504551,-0.0115923531592436,,
37L2,71024,Grating,0,67,67.5,PV,0.6156853669752509,0.2516837091997648,0.2021436006188814,0.1180859279936617,-0.0387369812931696,,
37L2,71024,Grating,0,68,0.0,PV,0.6156853669752509,0.1793081104309958,0.2021436006188814,0.2118088242824483,-0.0124669317673018,,
37L2,71024,Grating,0,69,67.5,PV,0.6156853669752509,0.1182835983918947,0.2021436006188814,0.1272716232723903,-0.0429440771214615,,
37L2,71024,Grating,0,70,90.0,PV,0.6156853669752509,0.3792095391291333,0.2021436006188814,0.2596625535148064,,0.0167762215070632,
37L2,71024,Grating,0,71,67.5,PV,0.6156853669752509,0.3550040963078651,0.2021436006188814,0.082306560427193,0.1214966108138104,,
37L2,71024,Grating,0,72,45.0,PV,0.6156853669752509,0.5011830398440326,0.2021436006188814,0.1374912627374284,0.0659328277975255,,
37L2,71024,Grating,0,73,45.0,PV,0.6156853669752509,0.0256640803427511,0.2021436006188814,0.0584774410458365,-0.00683925222225,,
37L2,71024,Grating,0,74,45.0,PV,0.6156853669752509,0.380275957113973,0.2021436006188814,0.18990120827778,-0.0211618848671623,,
37L2,71024,Grating,0,75,90.0,PV,0.6156853669752509,0.7550897710906415,0.2021436006188814,0.5035217852970675,-0.0033630591065387,,
37L2,71024,Grating,0,76,90.0,PV,0.6156853669752509,0.2825349650570777,0.2021436006188814,0.0732104617516377,0.003112188921466,,
37L2,71024,Grating,0,77,67.5,PV,0.6156853669752509,0.5752889750334459,0.2021436006188814,0.4486293235179645,-0.0096383674940802,,
37L2,71024,Grating,0,78,45.0,PV,0.6156853669752509,0.2898509959300957,0.2021436006188814,0.1662054321980763,-0.0165650745329273,,
37L2,71024,Grating,0,79,0.0,PV,0.6156853669752509,-0.418459125148173,0.2021436006188814,0.2639002611147616,0.0233677335726783,,
37L2,71024,Grating,0,80,45.0,PV,0.6156853669752509,0.712032720849907,0.2021436006188814,0.2908882169928588,0.031072420464038,,
37L2,71024,Grating,0,81,45.0,PV,0.6156853669752509,0.6500686401570283,0.2021436006188814,0.5035288959987252,0.0149296761801682,,
37L2,71024,Grating,0,82,67.5,PV,0.6156853669752509,0.5347584206834382,0.2021436006188814,0.2694747945652895,-0.0063255015282142,,
37L2,71024,Grating,0,83,45.0,PV,0.6156853669752509,0.2635873582334088,0.2021436006188814,0.1850060236620476,-0.0379810589750325,,
37L2,71024,Grating,0,84,90.0,PV,0.6156853669752509,0.2281232660171984,0.2021436006188814,0.2517125775990944,,0.0027226766546759,
37L2,71024,Grating,0,85,90.0,PV,0.6156853669752509,-0.2319389516399196,0.2021436006188814,0.4705633888970396,,-0.0353962386846175,
37L2,71024,Grating,0,86,90.0,PV,0.6156853669752509,0.4977506068875254,0.2021436006188814,0.1902053848895031,-0.0057584366845882,,
37L2,71024,Grating,0,87,45.0,PV,0.6156853669752509,0.6240419099755359,0.2021436006188814,0.3764227350130431,,0.0356434125145104,
37L2,71024,Grating,0,88,67.5,PV,0.6156853669752509,0.1938053870319185,0.2021436006188814,0.2650229392170232,0.0212131962878762,,
37L2,71024,Grating,0,89,67.5,PV,0.6156853669752509,0.4292202986720889,0.2021436006188814,0.1845379552173092,-0.0091122133764812,,
37L2,71024,Grating,0,90,67.5,PV,0.6156853669752509,0.3595234807717765,0.2021436006188814,0.2598195243939945,-0.0385690945020715,,
37L2,71024,Grating,1,0,45.0,PV,-0.5671472029098837,0.6156853669752509,0.4125551715300431,0.2021436006188814,-0.0665679292054876,,
37L2,71024,Grating,1,2,22.5,PV,-0.5671472029098837,0.4413116196273366,0.4125551715300431,0.2835009632888811,0.0421429508546447,,
37L2,71024,Grating,1,3,22.5,PV,-0.5671472029098837,0.6932195637380781,0.4125551715300431,0.6885240943923294,0.0184343768220579,,
37L2,71024,Grating,1,4,112.5,PV,-0.5671472029098837,0.4205116961689382,0.4125551715300431,0.1542022940316945,0.0141626788272991,,
37L2,71024,Grating,1,5,112.5,PV,-0.5671472029098837,0.5236780044832735,0.4125551715300431,0.2347449698485748,0.0312208740682515,,
37L2,71024,Grating,1,6,45.0,PV,-0.5671472029098837,0.4629318066383303,0.4125551715300431,0.1761188410764327,0.0373762024947443,,
37L2,71024,Grating,1,7,112.5,PV,-0.5671472029098837,-0.4431246550251281,0.4125551715300431,0.4268228979843983,0.0529121008050194,,
37L2,71024,Grating,1,8,90.0,PV,-0.5671472029098837,0.3202154060274778,0.4125551715300431,0.1411214131039943,-0.0053409168235311,,
37L2,71024,Grating,1,9,45.0,PV,-0.5671472029098837,0.4419502495738869,0.4125551715300431,0.1431523241452205,0.0606545777707984,,
37L2,71024,Grating,1,10,45.0,PV,-0.5671472029098837,0.621917073153038,0.4125551715300431,0.2840648490354137,-0.0532415618481461,,
37L2,71024,Grating,1,11,90.0,PV,-0.5671472029098837,0.4073267369985839,0.4125551715300431,0.1515369664542137,-0.0417680678745403,,
37L2,71024,Grating,1,12,45.0,PV,-0.5671472029098837,0.7605426964468572,0.4125551715300431,0.4512170802505069,-0.0071088840036986,,
37L2,71024,Grating,1,13,112.5,PV,-0.5671472029098837,0.5988021042703429,0.4125551715300431,0.4606208428674479,-0.0104451430917201,,
37L2,71024,Grating,1,14,112.5,PV,-0.5671472029098837,0.8317015403356107,0.4125551715300431,0.6029836734146603,0.0154720778774181,,
37L2,71024,Grating,1,15,45.0,PV,-0.5671472029098837,0.6261019584198774,0.4125551715300431,0.5034191825131644,0.0333442682922855,,
37L2,71024,Grating,1,16,45.0,PV,-0.5671472029098837,0.3551614966918772,0.4125551715300431,0.1624419526644299,-0.0452477410564508,,
37L2,71024,Grating,1,17,45.0,PV,-0.5671472029098837,0.6974837687773731,0.4125551715300431,0.6051869188188559,-0.0020321939017642,,
37L2,71024,Grating,1,18,45.0,PV,-0.5671472029098837,0.4856226881236931,0.4125551715300431,0.3074684864783202,0.0433278576295938,,
37L2,71024,Grating,1,19,45.0,PV,-0.5671472029098837,0.4655643542134721,0.4125551715300431,0.400408653622685,-0.0145326564875115,,
37L2,71024,Grating,1,20,112.5,PV,-0.5671472029098837,0.5460446866249765,0.4125551715300431,0.2919397467949629,0.0812446186488203,,
37L2,71024,Grating,1,21,22.5,PV,-0.5671472029098837,0.0467665907068353,0.4125551715300431,0.1671608208373199,0.0658515046800896,,
37L2,71024,Grating,1,22,22.5,PV,-0.5671472029098837,0.5244315156876924,0.4125551715300431,0.2775324342468368,-0.0281200345318689,,
37L2,71024,Grating,1,23,45.0,PV,-0.5671472029098837,0.7861843096192059,0.4125551715300431,0.6057729898502164,0.0077261312741316,,
37L2,71024,Grating,1,24,45.0,PV,-0.5671472029098837,-0.4654738461715675,0.4125551715300431,0.1956530716332885,-0.0026439024483979,,
37L2,71024,Grating,1,25,45.0,PV,-0.5671472029098837,-0.0448508091720097,0.4125551715300431,0.2522029954648542,-0.027111789232363,,
37L2,71024,Grating,1,26,0.0,PV,-0.5671472029098837,0.5408870004383627,0.4125551715300431,0.3484817868968012,0.0151702312845624,,
37L2,71024,Grating,1,27,0.0,PV,-0.5671472029098837,0.5542631726249548,0.4125551715300431,0.4280418765646909,0.0868057169258665,,
37L2,71024,Grating,1,28,112.5,PV,-0.5671472029098837,0.2365986735031788,0.4125551715300431,0.1563897173842769,-0.0466703374339467,,
37L2,71024,Grating,1,29,90.0,PV,-0.5671472029098837,0.3925140403296851,0.4125551715300431,0.278025332687372,-0.0710552467144691,,
37L2,71024,Grating,1,30,45.0,PV,-0.5671472029098837,0.0582180500307133,0.4125551715300431,0.2802158186512061,-0.0011294521736993,,
37L2,71024,Grating,1,31,112.5,PV,-0.5671472029098837,0.3213062033505806,0.4125551715300431,0.0852774388361357,0.0180707716966642,,
37L2,71024,Grating,1,32,45.0,PV,-0.5671472029098837,0.2500792823532109,0.4125551715300431,0.2050925262396284,-0.0031989725554056,,
37L2,71024,Grating,1,33,67.5,PV,-0.5671472029098837,0.3651607064009418,0.4125551715300431,0.2155232759390118,0.0787598897276973,,
37L2,71024,Grating,1,34,112.5,PV,-0.5671472029098837,0.3489026196999635,0.4125551715300431,0.4183043825233929,-0.014216265936464,,
37L2,71024,Grating,1,35,112.5,PV,-0.5671472029098837,0.3270480496081384,0.4125551715300431,0.1797973304402097,-0.0349592302079713,,
37L2,71024,Grating,1,36,112.5,PV,-0.5671472029098837,0.1044114026819624,0.4125551715300431,0.1923330465882797,0.0567595795288225,,
37L2,71024,Grating,1,37,45.0,PV,-0.5671472029098837,0.476565894023695,0.4125551715300431,0.2960956262074259,-0.0101212424800065,,
37L2,71024,Grating,1,38,0.0,PV,-0.5671472029098837,0.2805071733768255,0.4125551715300431,0.3656572083647055,-0.0170603724658638,,
37L2,71024,Grating,1,39,45.0,PV,-0.5671472029098837,0.0179649389134632,0.4125551715300431,0.0509618646190612,0.0296411852012303,,
37L2,71024,Grating,1,40,45.0,PV,-0.5671472029098837,0.2278204945979803,0.4125551715300431,0.3524322940725902,-0.0141872740404029,,
37L2,71024,Grating,1,41,112.5,PV,-0.5671472029098837,0.6248474167629483,0.4125551715300431,0.1341022120101217,-0.0265685842480222,,
37L2,71024,Grating,1,42,90.0,PV,-0.5671472029098837,0.5260101567275415,0.4125551715300431,0.0146601487360735,-0.0026380911418904,,
37L2,71024,Grating,1,43,22.5,PV,-0.5671472029098837,0.3538716423243758,0.4125551715300431,0.1764079861816745,-0.0137048867640843,,
37L2,71024,Grating,1,44,67.5,PV,-0.5671472029098837,0.4121575978676587,0.4125551715300431,0.2204851247630578,-0.0168863084452201,,
37L2,71024,Grating,1,45,45.0,PV,-0.5671472029098837,-0.0524832856905075,0.4125551715300431,0.1383978298180337,-0.0415377176577582,,
37L2,71024,Grating,1,46,112.5,PV,-0.5671472029098837,0.3883460457336773,0.4125551715300431,0.2339124829815651,0.0224419368919064,,
37L2,71024,Grating,1,47,67.5,PV,-0.5671472029098837,0.5270462902907884,0.4125551715300431,0.389247562598693,0.0161439658601522,,
37L2,71024,Grating,1,48,112.5,PV,-0.5671472029098837,0.2846946823831445,0.4125551715300431,0.3036257382371747,0.0087890156433224,,
37L2,71024,Grating,1,49,112.5,PV,-0.5671472029098837,0.2186857153935394,0.4125551715300431,0.2367370599767895,0.0146777351835977,,
37L2,71024,Grating,1,50,90.0,PV,-0.5671472029098837,-0.2159802904665313,0.4125551715300431,0.2741652268201659,-0.0203976826574796,,
37L2,71024,Grating,1,51,112.5,PV,-0.5671472029098837,0.4731553336661845,0.4125551715300431,0.1699298866145813,-0.0160592281947431,,
37L2,71024,Grating,1,52,0.0,PV,-0.5671472029098837,0.3260581694781221,0.4125551715300431,0.1668859070302363,0.0073298685921796,,
37L2,71024,Grating,1,53,112.5,PV,-0.5671472029098837,0.5056666831892704,0.4125551715300431,0.2756649517353469,-0.0213962229819099,,
37L2,71024,Grating,1,54,112.5,PV,-0.5671472029098837,0.292918291429302,0.4125551715300431,0.2061495223393643,-0.0032953838200254,,
37L2,71024,Grating,1,55,45.0,PV,-0.5671472029098837,0.5760970098301992,0.4125551715300431,0.1592210378590796,-0.0227582319523696,,
37L2,71024,Grating,1,56,45.0,PV,-0.5671472029098837,0.4181894579307797,0.4125551715300431,0.013640549116468,-0.0160060604309659,,
37L2,71024,Grating,1,57,0.0,PV,-0.5671472029098837,0.4883964137147781,0.4125551715300431,0.1439709804072972,-0.0110168575677244,,
37L2,71024,Grating,1,58,45.0,PV,-0.5671472029098837,0.159668019447843,0.4125551715300431,0.3186098171770302,0.0054143436085796,,
37L2,71024,Grating,1,59,90.0,PV,-0.5671472029098837,0.6220930881999315,0.4125551715300431,0.5841361301158733,-0.0064248632775078,,
37L2,71024,Grating,1,60,112.5,PV,-0.5671472029098837,0.377278856540418,0.4125551715300431,0.1427369904061947,0.0420209177386342,,
37L2,71024,Grating,1,61,45.0,PV,-0.5671472029098837,0.1060585455038949,0.4125551715300431,0.1279109123044721,0.0057767560799292,,
37L2,71024,Grating,1,62,67.5,PV,-0.5671472029098837,0.5363095531127842,0.4125551715300431,0.2713116795943096,0.0337161986865608,,
37L2,71024,Grating,1,63,45.0,PV,-0.5671472029098837,0.4184031531032785,0.4125551715300431,0.1275734472742185,0.0030784213219843,,
37L2,71024,Grating,1,64,90.0,PV,-0.5671472029098837,0.5435093185027702,0.4125551715300431,0.1754783946687231,0.011470970205404,,
37L2,71024,Grating,1,65,112.5,PV,-0.5671472029098837,0.2666732661340112,0.4125551715300431,0.2995426335189033,-0.0043928603756808,,
37L2,71024,Grating,1,66,112.5,PV,-0.5671472029098837,0.0813549160400187,0.4125551715300431,0.2591251307504551,-0.0121163136400729,,
37L2,71024,Grating,1,67,112.5,PV,-0.5671472029098837,0.2516837091997648,0.4125551715300431,0.1180859279936617,0.0162085646531046,,
37L2,71024,Grating,1,68,45.0,PV,-0.5671472029098837,0.1793081104309958,0.4125551715300431,0.2118088242824483,0.0143927680932996,,
37L2,71024,Grating,1,69,112.5,PV,-0.5671472029098837,0.1182835983918947,0.4125551715300431,0.1272716232723903,-0.0040152087617051,,
37L2,71024,Grating,1,70,45.0,PV,-0.5671472029098837,0.3792095391291333,0.4125551715300431,0.2596625535148064,,0.0169271206063796,
37L2,71024,Grating,1,71,112.5,PV,-0.5671472029098837,0.3550040963078651,0.4125551715300431,0.082306560427193,-0.0318574122931339,,
37L2,71024,Grating,1,72,90.0,PV,-0.5671472029098837,0.5011830398440326,0.4125551715300431,0.1374912627374284,-0.0130607447343013,,
37L2,71024,Grating,1,73,0.0,PV,-0.5671472029098837,0.0256640803427511,0.4125551715300431,0.0584774410458365,0.010686611160651,,
37L2,71024,Grating,1,74,0.0,PV,-0.5671472029098837,0.380275957113973,0.4125551715300431,0.18990120827778,0.0761797552127099,,
37L2,71024,Grating,1,75,45.0,PV,-0.5671472029098837,0.7550897710906415,0.4125551715300431,0.5035217852970675,-0.0326615083880967,,
37L2,71024,Grating,1,76,45.0,PV,-0.5671472029098837,0.2825349650570777,0.4125551715300431,0.0732104617516377,-0.0067399154266045,,
37L2,71024,Grating,1,77,112.5,PV,-0.5671472029098837,0.5752889750334459,0.4125551715300431,0.4486293235179645,-0.0149498924157118,,
37L2,71024,Grating,1,78,0.0,PV,-0.5671472029098837,0.2898509959300957,0.4125551715300431,0.1662054321980763,0.0027004378863211,,
37L2,71024,Grating,1,79,45.0,PV,-0.5671472029098837,-0.418459125148173,0.4125551715300431,0.2639002611147616,0.0081672146005453,,
37L2,71024,Grating,1,80,0.0,PV,-0.5671472029098837,0.712032720849907,0.4125551715300431,0.2908882169928588,-0.0209696786147486,,
37L2,71024,Grating,1,81,90.0,PV,-0.5671472029098837,0.6500686401570283,0.4125551715300431,0.5035288959987252,-0.0001486304702632,,
37L2,71024,Grating,1,82,112.5,PV,-0.5671472029098837,0.5347584206834382,0.4125551715300431,0.2694747945652895,0.0284635351403682,,
37L2,71024,Grating,1,83,90.0,PV,-0.5671472029098837,0.2635873582334088,0.4125551715300431,0.1850060236620476,-0.0032940427471728,,
37L2,71024,Grating,1,84,45.0,PV,-0.5671472029098837,0.2281232660171984,0.4125551715300431,0.2517125775990944,,0.074787600598776,
37L2,71024,Grating,1,85,45.0,PV,-0.5671472029098837,-0.2319389516399196,0.4125551715300431,0.4705633888970396,,-0.0178924577868966,
37L2,71024,Grating,1,86,45.0,PV,-0.5671472029098837,0.4977506068875254,0.4125551715300431,0.1902053848895031,-0.0088212312936584,,
37L2,71024,Grating,1,87,0.0,PV,-0.5671472029098837,0.6240419099755359,0.4125551715300431,0.3764227350130431,,-0.0320489869780326,
37L2,71024,Grating,1,88,112.5,PV,-0.5671472029098837,0.1938053870319185,0.4125551715300431,0.2650229392170232,0.0234334681356535,,
37L2,71024,Grating,1,89,112.5,PV,-0.5671472029098837,0.4292202986720889,0.4125551715300431,0.1845379552173092,-0.0235340099286421,,
37L2,71024,Grating,1,90,112.5,PV,-0.5671472029098837,0.3595234807717765,0.4125551715300431,0.2598195243939945,0.0019720197511521,,
37L2,71024,Grating,2,0,67.5,PV,0.4413116196273366,0.6156853669752509,0.2835009632888811,0.2021436006188814,-0.0366192825010571,,
37L2,71024,Grating,2,1,22.5,PV,0.4413116196273366,-0.5671472029098837,0.2835009632888811,0.4125551715300431,0.0421429508546447,,
37L2,71024,Grating,2,3,0.0,PV,0.4413116196273366,0.6932195637380781,0.2835009632888811,0.6885240943923294,0.0539148289297304,,
37L2,71024,Grating,2,4,135.0,PV,0.4413116196273366,0.4205116961689382,0.2835009632888811,0.1542022940316945,0.0299100639597654,,
37L2,71024,Grating,2,5,135.0,PV,0.4413116196273366,0.5236780044832735,0.2835009632888811,0.2347449698485748,-0.0342799321511961,,
37L2,71024,Grating,2,6,22.5,PV,0.4413116196273366,0.4629318066383303,0.2835009632888811,0.1761188410764327,-0.0205886860033656,,
37L2,71024,Grating,2,7,135.0,PV,0.4413116196273366,-0.4431246550251281,0.2835009632888811,0.4268228979843983,0.0340193441626003,,
37L2,71024,Grating,2,8,112.5,PV,0.4413116196273366,0.3202154060274778,0.2835009632888811,0.1411214131039943,-0.0089197993172513,,
