Mouse,Date,Neuron,Group,Fano Factor
37L,070424,39,Plaid Pref/Null,0.8160297458210326
37L,070424,40,Preferred,1.2123393373319775
37L,070424,40,Null,0.6143233146025793
37L,070424,40,Plaid,0.6371074651866844
37L,070424,40,Grating,0.8047475888295971
37L,070424,40,Plaid Pref/Null,0.6371074651866844
37L,070424,41,Preferred,0.8863810913707828
37L,070424,41,Null,1.0827486137467532
37L,070424,41,Plaid,0.6374266883672886
37L,070424,41,Grating,1.1870995989235211
37L,070424,41,Plaid Pref/Null,0.6374266883672886
37L,070424,42,Preferred,2.0634720246375204
37L,070424,42,Null,0.7962832227197999
37L,070424,42,Plaid,0.7310676473552907
37L,070424,42,Grating,1.042608811805331
37L,070424,42,Plaid Pref/Null,0.7310676473552907
37L,070424,43,Preferred,2.1141002323184783
37L,070424,43,Null,1.4204729547913184
37L,070424,43,Plaid,1.706604606103017
37L,070424,43,Grating,1.504385307170914
37L,070424,43,Plaid Pref/Null,1.706604606103017
37L,070424,44,Preferred,3.8490728267054037
37L,070424,44,Null,1.1201762282753576
37L,070424,44,Plaid,0.2987615428902379
37L,070424,44,Grating,2.0418294290815755
37L,070424,44,Plaid Pref/Null,0.2987615428902379
37L,070424,45,Preferred,1.5692589956937966
37L,070424,45,Null,0.5823707175170596
37L,070424,45,Plaid,0.56306129992381
37L,070424,45,Grating,0.9487972820802383
37L,070424,45,Plaid Pref/Null,0.56306129992381
37L,070424,46,Preferred,1.6750998398783024
37L,070424,46,Null,1.0408555755994169
37L,070424,46,Plaid,1.5883013436303446
37L,070424,46,Grating,1.2067927848631304
37L,070424,46,Plaid Pref/Null,1.5883013436303446
37L,070424,47,Preferred,1.9473826096708544
37L,070424,47,Null,0.7992769286430574
37L,070424,47,Plaid,0.7546666820492763
37L,070424,47,Grating,1.105087906717141
37L,070424,47,Plaid Pref/Null,0.7546666820492763
37L,070424,48,Preferred,1.3392932716808281
37L,070424,48,Null,0.48419890777817504
37L,070424,48,Plaid,0.892386924921721
37L,070424,48,Grating,0.5615586917870596
37L,070424,48,Plaid Pref/Null,0.892386924921721
37L,070424,49,Preferred,0.5985576304285706
37L,070424,49,Null,0.5066809811768732
37L,070424,49,Plaid,0.4068630327010018
37L,070424,49,Grating,0.5853976168023246
37L,070424,49,Plaid Pref/Null,0.4068630327010018
37L,070424,50,Preferred,1.6852710944911287
37L,070424,50,Null,0.4919336927847228
37L,070424,50,Plaid,1.4068716413849987
37L,070424,50,Grating,0.604144094342743
37L,070424,50,Plaid Pref/Null,1.4068716413849987
37L,070424,51,Preferred,0.568196049527167
37L,070424,51,Null,0.43019866760236575
37L,070424,51,Plaid,0.45478973654474797
37L,070424,51,Grating,0.4651464779601307
37L,070424,51,Plaid Pref/Null,0.45478973654474797
37L,070424,52,Preferred,0.9703443163232005
37L,070424,52,Null,0.5047448038185713
37L,070424,52,Plaid,0.2742990560477277
37L,070424,52,Grating,0.8173472305007905
37L,070424,52,Plaid Pref/Null,0.2742990560477277
37L,070424,53,Preferred,0.9212703565746979
37L,070424,53,Null,0.916699968575402
37L,070424,53,Plaid,0.797943047059734
37L,070424,53,Grating,0.9672627202506977
37L,070424,53,Plaid Pref/Null,0.797943047059734
37L,070424,54,Preferred,0.6862920922730862
37L,070424,54,Null,0.287624145405414
37L,070424,54,Plaid,0.3643200671700403
37L,070424,54,Grating,0.4013403574653111
37L,070424,54,Plaid Pref/Null,0.3643200671700403
37L,070424,55,Preferred,0.9169328964904987
37L,070424,55,Null,0.6462801950968496
37L,070424,55,Plaid,0.8772198872116675
37L,070424,55,Grating,0.5743771511311945
37L,070424,55,Plaid Pref/Null,0.8772198872116675
37L,070424,56,Preferred,0.43356017497046917
37L,070424,56,Null,0.40334306178010276
37L,070424,56,Plaid,0.4070614250899063
37L,070424,56,Grating,0.40945072593194193
37L,070424,56,Plaid Pref/Null,0.4070614250899063
37L,070524,0,Preferred,4.468538800765924
37L,070524,0,Null,6.290471321842786
37L,070524,0,Plaid,4.6283704972163955
37L,070524,0,Grating,6.548644396684398
37L,070524,0,Plaid Pref/Null,4.6283704972163955
37L,070524,1,Preferred,3.7473580783520464
37L,070524,1,Null,3.526239212176422
37L,070524,1,Plaid,2.6081500528591812
37L,070524,1,Grating,3.7516061414875694
37L,070524,1,Plaid Pref/Null,2.6081500528591812
37L,070524,2,Preferred,3.748214256309494
37L,070524,2,Null,2.809271048388545
37L,070524,2,Plaid,2.8233290726367004
37L,070524,2,Grating,3.1661500549794352
37L,070524,2,Plaid Pref/Null,2.8233290726367004
37L,070524,3,Preferred,2.321106927332671
37L,070524,3,Null,1.931163403728822
37L,070524,3,Plaid,2.52892820191784
37L,070524,3,Grating,1.674384660779942
37L,070524,3,Plaid Pref/Null,2.52892820191784
37L,070524,4,Preferred,1.3987239039302537
37L,070524,4,Null,1.3171091740458996
37L,070524,4,Plaid,0.6431221397746542
37L,070524,4,Grating,2.5439869804130777
37L,070524,4,Plaid Pref/Null,0.6431221397746542
37L,070524,5,Preferred,1.3275731940672373
37L,070524,5,Null,1.2052301279791136
37L,070524,5,Plaid,1.1501809796703533
37L,070524,5,Grating,1.4119923458048225
37L,070524,5,Plaid Pref/Null,1.1501809796703533
37L,070524,6,Preferred,1.5554914595124765
37L,070524,6,Null,0.5493485224623249
37L,070524,6,Plaid,0.7769477833418957
37L,070524,6,Grating,0.8238368918514704
37L,070524,6,Plaid Pref/Null,0.7769477833418957
37L,070524,7,Preferred,2.435388911761566
37L,070524,7,Null,0.8265863822995322
37L,070524,7,Plaid,0.8369291314190552
37L,070524,7,Grating,1.8149369469432945
37L,070524,7,Plaid Pref/Null,0.8369291314190552
37L,070524,8,Preferred,1.2278018813335827
37L,070524,8,Null,0.8566022660330317
37L,070524,8,Plaid,1.1316654888334843
37L,070524,8,Grating,0.7686298246249662
37L,070524,8,Plaid Pref/Null,1.1316654888334843
37L,070524,9,Preferred,0.7218670120399621
37L,070524,9,Null,0.512579661431874
37L,070524,9,Plaid,0.6895595942833846
37L,070524,9,Grating,0.47688676377002176
37L,070524,9,Plaid Pref/Null,0.6895595942833846
37L,070524,10,Preferred,0.9178355400398238
37L,070524,10,Null,0.573644677211964
37L,070524,10,Plaid,0.851031863562116
37L,070524,10,Grating,0.5233688256012428
37L,070524,10,Plaid Pref/Null,0.851031863562116
37L,070524,11,Preferred,3.7915304194840553
37L,070524,11,Null,1.1592777246546662
37L,070524,11,Plaid,1.144012570096795
37L,070524,11,Grating,2.5791892591852723
37L,070524,11,Plaid Pref/Null,1.144012570096795
37L,070524,12,Preferred,2.282535927792841
37L,070524,12,Null,0.6215747548044258
37L,070524,12,Plaid,0.6463209773211868
37L,070524,12,Grating,1.7446647507614246
37L,070524,12,Plaid Pref/Null,0.6463209773211868
37L,070524,13,Preferred,0.6766798925942823
37L,070524,13,Null,0.47333841806306604
37L,070524,13,Plaid,0.7140449108878011
37L,070524,13,Grating,0.4072374748288952
37L,070524,13,Plaid Pref/Null,0.7140449108878011
37L,070524,14,Preferred,1.078600731167131
37L,070524,14,Null,0.63227450796077
37L,070524,14,Plaid,0.8361669137104891
37L,070524,14,Grating,0.6458700462035669
37L,070524,14,Plaid Pref/Null,0.8361669137104891
37L,070524,15,Preferred,0.27848109699174695
37L,070524,15,Null,0.3034205391619231
37L,070524,15,Plaid,0.30168631687571323
37L,070524,15,Grating,0.2953284608350967
37L,070524,15,Plaid Pref/Null,0.30168631687571323
37L,070524,16,Preferred,0.6368595873582759
37L,070524,16,Null,0.27223231367898226
37L,070524,16,Plaid,0.17113854932402742
37L,070524,16,Grating,0.42682897088739274
37L,070524,16,Plaid Pref/Null,0.17113854932402742
37L,070524,17,Preferred,0.8693923716789267
37L,070524,17,Null,0.7986309698585476
37L,070524,17,Plaid,1.000561334804363
37L,070524,17,Grating,0.6974512399239188
37L,070524,17,Plaid Pref/Null,1.000561334804363
37L,070524,18,Preferred,1.3391511891454861
37L,070524,18,Null,0.8338891867352066
37L,070524,18,Plaid,0.7021884001790263
37L,070524,18,Grating,1.2439040151114131
37L,070524,18,Plaid Pref/Null,0.7021884001790263
37L,070524,19,Preferred,1.234343858668283
37L,070524,19,Null,0.3820807156187602
37L,070524,19,Plaid,0.5549858746632246
37L,070524,19,Grating,0.8732063538606509
37L,070524,19,Plaid Pref/Null,0.5549858746632246
37L,070524,20,Preferred,0.6327929231461699
37L,070524,20,Null,0.45948644429848273
37L,070524,20,Plaid,0.5469296714020965
37L,070524,20,Grating,0.4548826588472775
37L,070524,20,Plaid Pref/Null,0.5469296714020965
37L,070524,21,Preferred,0.7656425128669513
37L,070524,21,Null,0.5905330334930872
37L,070524,21,Plaid,0.596406183124245
37L,070524,21,Grating,0.6549346106416852
37L,070524,21,Plaid Pref/Null,0.596406183124245
37L,070524,22,Preferred,0.972777346102647
37L,070524,22,Null,0.6539130653777538
37L,070524,22,Plaid,0.5585541675879195
37L,070524,22,Grating,0.786613863262497
37L,070524,22,Plaid Pref/Null,0.5585541675879195
37L,070524,23,Preferred,0.5815548393215283
37L,070524,23,Null,0.376617840570911
37L,070524,23,Plaid,0.3466958213495309
37L,070524,23,Grating,0.4293245249582314
37L,070524,23,Plaid Pref/Null,0.3466958213495309
37L,070524,24,Preferred,1.8729659186793963
37L,070524,24,Null,0.7973424620604658
37L,070524,24,Plaid,0.8142165003833531
37L,070524,24,Grating,1.2027366517095992
37L,070524,24,Plaid Pref/Null,0.8142165003833531
37L,070524,25,Preferred,0.8623243045452234
37L,070524,25,Null,0.4503326309542703
37L,070524,25,Plaid,0.36971830555413643
37L,070524,25,Grating,0.588494608773371
37L,070524,25,Plaid Pref/Null,0.36971830555413643
37L,070524,26,Preferred,1.0093424848687433
37L,070524,26,Null,0.7289553421720927
37L,070524,26,Plaid,0.5777382457801217
37L,070524,26,Grating,0.8652221701239832
37L,070524,26,Plaid Pref/Null,0.5777382457801217
37L,070524,27,Preferred,0.45933089469865185
37L,070524,27,Null,0.3180876516031799
37L,070524,27,Plaid,0.3962249811485997
37L,070524,27,Grating,0.3166684507685505
37L,070524,27,Plaid Pref/Null,0.3962249811485997
37L,070524,28,Preferred,1.2990460679930884
37L,070524,28,Null,0.9598876201049515
37L,070524,28,Plaid,0.9687662232953911
37L,070524,28,Grating,1.074910008728631
37L,070524,28,Plaid Pref/Null,0.9687662232953911
37L,070524,29,Preferred,0.41637665725922757
37L,070524,29,Null,0.3163422214443439
37L,070524,29,Plaid,0.2946818730584679
37L,070524,29,Grating,0.36452861773136
37L,070524,29,Plaid Pref/Null,0.2946818730584679
37L,070524,30,Preferred,1.0260247972373646
37L,070524,30,Null,0.34039592179261596
37L,070524,30,Plaid,0.37093829214093843
37L,070524,30,Grating,0.5693306377313211
37L,070524,30,Plaid Pref/Null,0.37093829214093843
37L,070524,31,Preferred,0.6470670727212464
37L,070524,31,Null,0.6047497840714268
37L,070524,31,Plaid,0.6132260360346897
37L,070524,31,Grating,0.34815920228378333
37L,070524,31,Plaid Pref/Null,0.6132260360346897
37L,070524,32,Preferred,0.2886196896657894
37L,070524,32,Null,0.25228436071960875
37L,070524,32,Plaid,0.2510574493769056
37L,070524,32,Grating,0.2583104079636918
37L,070524,32,Plaid Pref/Null,0.2510574493769056
37L,070524,33,Preferred,0.41588773193236717
37L,070524,33,Null,0.2759163881278555
37L,070524,33,Plaid,0.40430995657665536
37L,070524,33,Grating,0.23991708436599532
37L,070524,33,Plaid Pref/Null,0.40430995657665536
37L2,070924,0,Preferred,0.27255454251249683
37L2,070924,0,Null,0.2684149876885998
37L2,070924,0,Plaid,0.2680999697104749
37L2,070924,0,Grating,0.2704041223362629
37L2,070924,0,Plaid Pref/Null,0.2680999697104749
37L2,070924,1,Preferred,0.7440571777277734
37L2,070924,1,Null,5.567190564687836
37L2,070924,1,Plaid,2.8973157111281544
37L2,070924,1,Grating,6.482703870795267
37L2,070924,1,Plaid Pref/Null,2.8973157111281544
37L2,070924,2,Preferred,6.537760109653
37L2,070924,2,Null,4.615008692599619
37L2,070924,2,Plaid,4.981092113802647
37L2,070924,2,Grating,5.066378256972098
37L2,070924,2,Plaid Pref/Null,4.981092113802647
37L2,070924,3,Preferred,5.662002343712488
37L2,070924,3,Null,4.283840592971337
37L2,070924,3,Plaid,3.5660695150683197
37L2,070924,3,Grating,4.868594147926488
37L2,070924,3,Plaid Pref/Null,3.5660695150683197
37L2,070924,4,Preferred,3.54274150510293
37L2,070924,4,Null,2.3941754112587246
37L2,070924,4,Plaid,2.748054561202091
37L2,070924,4,Grating,2.41466709735593
37L2,070924,4,Plaid Pref/Null,2.748054561202091
37L2,070924,5,Preferred,2.396093219504491
37L2,070924,5,Null,1.3454550146972455
37L2,070924,5,Plaid,1.778401293304483
37L2,070924,5,Grating,1.4948933202630774
37L2,070924,5,Plaid Pref/Null,1.778401293304483
37L2,070924,6,Preferred,0.24576373766209675
37L2,070924,6,Null,0.21371906208075792
37L2,070924,6,Plaid,0.2265830326722343
37L2,070924,6,Grating,0.21908332507014355
37L2,070924,6,Plaid Pref/Null,0.2265830326722343
37L2,070924,7,Preferred,2.6586076216842045
37L2,070924,7,Null,1.6032518001375027
37L2,070924,7,Plaid,1.7845488369656737
37L2,070924,7,Grating,2.025741547836044
37L2,070924,7,Plaid Pref/Null,1.7845488369656737
37L2,070924,8,Preferred,0.2528757730843147
37L2,070924,8,Null,0.259845615976375
37L2,070924,8,Plaid,0.2690559242742265
37L2,070924,8,Grating,0.2560459870031745
37L2,070924,8,Plaid Pref/Null,0.2690559242742265
37L2,070924,9,Preferred,0.8530984425925222
37L2,070924,9,Null,0.8032647533956937
37L2,070924,9,Plaid,0.8719984143161065
37L2,070924,9,Grating,0.7879738721077996
37L2,070924,9,Plaid Pref/Null,0.8719984143161065
37L2,070924,10,Preferred,1.0747872977056971
37L2,070924,10,Null,0.8457808619814623
37L2,070924,10,Plaid,0.733748504953146
37L2,070924,10,Grating,0.9312743266356871
37L2,070924,10,Plaid Pref/Null,0.733748504953146
37L2,070924,11,Preferred,0.2619922438221648
37L2,070924,11,Null,0.22645743332621524
37L2,070924,11,Plaid,0.21566568492118468
37L2,070924,11,Grating,0.23797881793201292
37L2,070924,11,Plaid Pref/Null,0.21566568492118468
37L2,070924,12,Preferred,2.265017518524691
37L2,070924,12,Null,2.0461074350236634
37L2,070924,12,Plaid,1.408054031660824
37L2,070924,12,Grating,2.398952069838122
37L2,070924,12,Plaid Pref/Null,1.408054031660824
37L2,070924,13,Preferred,0.48418893773508637
37L2,070924,13,Null,0.48860251596220683
37L2,070924,13,Plaid,0.3853545413819171
37L2,070924,13,Grating,0.5285839315832658
37L2,070924,13,Plaid Pref/Null,0.3853545413819171
37L2,070924,14,Preferred,0.5594783445808119
37L2,070924,14,Null,0.8906421678840711
37L2,070924,14,Plaid,0.39443638270648096
37L2,070924,14,Grating,1.011875141906588
37L2,070924,14,Plaid Pref/Null,0.39443638270648096
37L2,070924,15,Preferred,1.010931698311384
37L2,070924,15,Null,0.5612214064511507
37L2,070924,15,Plaid,0.5288277929263768
37L2,070924,15,Grating,0.6395325795490685
37L2,070924,15,Plaid Pref/Null,0.5288277929263768
37L2,070924,16,Preferred,2.0311143418186837
37L2,070924,16,Null,1.124727100297809
37L2,070924,16,Plaid,0.7930320215009455
37L2,070924,16,Grating,1.6182706281404653
37L2,070924,16,Plaid Pref/Null,0.7930320215009455
37L2,070924,17,Preferred,2.276441887773312
37L2,070924,17,Null,1.5287050394765787
37L2,070924,17,Plaid,2.9611716822647827
37L2,070924,17,Grating,1.5590369273433151
37L2,070924,17,Plaid Pref/Null,2.9611716822647827
37L2,070924,18,Preferred,0.2388201305988468
37L2,070924,18,Null,0.16813558492833103
37L2,070924,18,Plaid,0.17035919024536064
37L2,070924,18,Grating,0.17736241862159505
37L2,070924,18,Plaid Pref/Null,0.17035919024536064
37L2,070924,19,Preferred,0.27396494166452223
37L2,070924,19,Null,0.2365930293493518
37L2,070924,19,Plaid,0.24943689873462596
37L2,070924,19,Grating,0.23549042687111088
37L2,070924,19,Plaid Pref/Null,0.24943689873462596
37L2,070924,20,Preferred,1.409323557234451
37L2,070924,20,Null,1.353188711887303
37L2,070924,20,Plaid,1.308802540581007
37L2,070924,20,Grating,1.3865868856927788
37L2,070924,20,Plaid Pref/Null,1.308802540581007
37L2,070924,21,Preferred,0.2499887043835374
37L2,070924,21,Null,0.21823278223220915
37L2,070924,21,Plaid,0.19416496531510155
37L2,070924,21,Grating,0.23736077093513233
37L2,070924,21,Plaid Pref/Null,0.19416496531510155
37L2,070924,22,Preferred,0.4955069452668182
37L2,070924,22,Null,0.415795218714374
37L2,070924,22,Plaid,0.43645573010727745
37L2,070924,22,Grating,0.4243720723861965
37L2,070924,22,Plaid Pref/Null,0.43645573010727745
37L2,070924,23,Preferred,2.0343108167077495
37L2,070924,23,Null,1.3595368244707626
37L2,070924,23,Plaid,1.2475571971885566
37L2,070924,23,Grating,1.6622712399955166
37L2,070924,23,Plaid Pref/Null,1.2475571971885566
37L2,070924,24,Preferred,0.2703194917623924
37L2,070924,24,Null,0.27111214269319733
37L2,070924,24,Plaid,0.3640845603956066
37L2,070924,24,Grating,0.2244213803876239
37L2,070924,24,Plaid Pref/Null,0.3640845603956066
37L2,070924,25,Preferred,0.32824832344045046
37L2,070924,25,Null,0.296601690029298
37L2,070924,25,Plaid,0.295139324921342
37L2,070924,25,Grating,0.30175050569701684
37L2,070924,25,Plaid Pref/Null,0.295139324921342
37L2,070924,26,Preferred,0.2545576857289382
37L2,070924,26,Null,0.24328706553027993
37L2,070924,26,Plaid,0.24510422711128024
37L2,070924,26,Grating,0.2444658310733528
37L2,070924,26,Plaid Pref/Null,0.24510422711128024
37L2,070924,27,Preferred,0.5283142977406269
37L2,070924,27,Null,0.4070448811788145
37L2,070924,27,Plaid,0.43917693118263473
37L2,070924,27,Grating,0.4101157741282551
37L2,070924,27,Plaid Pref/Null,0.43917693118263473
37L2,070924,28,Preferred,0.28556588970804636
37L2,070924,28,Null,0.2689507286869261
37L2,070924,28,Plaid,0.31414644044729456
37L2,070924,28,Grating,0.23767280834750928
37L2,070924,28,Plaid Pref/Null,0.31414644044729456
37L2,070924,29,Preferred,0.9594924671450618
37L2,070924,29,Null,0.42221328641588474
37L2,070924,29,Plaid,0.3684320554938888
37L2,070924,29,Grating,0.6061921685557238
37L2,070924,29,Plaid Pref/Null,0.3684320554938888
37L2,070924,30,Preferred,1.3136218060446156
37L2,070924,30,Null,0.6238860427567435
37L2,070924,30,Plaid,0.45528537605226793
37L2,070924,30,Grating,0.9671924198501692
37L2,070924,30,Plaid Pref/Null,0.45528537605226793
37L2,070924,31,Preferred,0.5123957701675895
37L2,070924,31,Null,0.660524050024606
37L2,070924,31,Plaid,0.44969580816174
37L2,070924,31,Grating,0.7733478782160014
37L2,070924,31,Plaid Pref/Null,0.44969580816174
37L2,070924,32,Preferred,0.24819915461956654
37L2,070924,32,Null,0.1848908788571249
37L2,070924,32,Plaid,0.18611808007589273
37L2,070924,32,Grating,0.19367363610516433
37L2,070924,32,Plaid Pref/Null,0.18611808007589273
37L2,070924,33,Preferred,0.5075390942925813
37L2,070924,33,Null,0.4375691166524856
37L2,070924,33,Plaid,0.4572019081304205
37L2,070924,33,Grating,0.4433181992735024
37L2,070924,33,Plaid Pref/Null,0.4572019081304205
37L2,070924,34,Preferred,0.528084171479738
37L2,070924,34,Null,0.3212335448395702
37L2,070924,34,Plaid,0.2996707427590028
37L2,070924,34,Grating,0.4638906691252398
37L2,070924,34,Plaid Pref/Null,0.2996707427590028
37L2,070924,35,Preferred,0.4619387128439863
37L2,070924,35,Null,0.3616482564785839
37L2,070924,35,Plaid,0.37617017938453257
37L2,070924,35,Grating,0.3697911776134384
37L2,070924,35,Plaid Pref/Null,0.37617017938453257
37L2,070924,36,Preferred,1.7112782944773801
37L2,070924,36,Null,1.355354607649409
37L2,070924,36,Plaid,1.703293844221713
37L2,070924,36,Grating,1.2651959581618915
37L2,070924,36,Plaid Pref/Null,1.703293844221713
37L2,070924,37,Preferred,0.22544337885171917
37L2,070924,37,Null,0.18871335241350587
37L2,070924,37,Plaid,0.18996514178126095
37L2,070924,37,Grating,0.19360795756312535
37L2,070924,37,Plaid Pref/Null,0.18996514178126095
37L2,070924,38,Preferred,2.1058638142039956
37L2,070924,38,Null,1.266248200517688
37L2,070924,38,Plaid,1.3990004175411224
37L2,070924,38,Grating,1.3802053235655671
37L2,070924,38,Plaid Pref/Null,1.3990004175411224
37L2,070924,39,Preferred,1.8588143345286496
37L2,070924,39,Null,0.9475950741969321
37L2,070924,39,Plaid,0.31461524002124447
37L2,070924,39,Grating,1.5673274388976768
37L2,070924,39,Plaid Pref/Null,0.31461524002124447
37L2,070924,40,Preferred,2.005141238901361
37L2,070924,40,Null,0.8760066370708105
37L2,070924,40,Plaid,0.8295375012776166
37L2,070924,40,Grating,1.1213831553499112
37L2,070924,40,Plaid Pref/Null,0.8295375012776166
37L2,070924,41,Preferred,0.3410581912074125
37L2,070924,41,Null,0.2244313139425858
37L2,070924,41,Plaid,0.22835422256208968
37L2,070924,41,Grating,0.25016151368505835
37L2,070924,41,Plaid Pref/Null,0.22835422256208968
37L2,070924,42,Preferred,0.9478259931122024
37L2,070924,42,Null,0.5893298383936251
37L2,070924,42,Plaid,0.6302580101469025
37L2,070924,42,Grating,0.6364085969191018
37L2,070924,42,Plaid Pref/Null,0.6302580101469025
37L2,070924,43,Preferred,0.5386272297478172
37L2,070924,43,Null,0.4728361183617529
37L2,070924,43,Plaid,0.42225465759915926
37L2,070924,43,Grating,0.5051510149356713
37L2,070924,43,Plaid Pref/Null,0.42225465759915926
37L2,070924,44,Preferred,0.2796108175629456
37L2,070924,44,Null,0.2915228566169053
37L2,070924,44,Plaid,0.28786477842097835
37L2,070924,44,Grating,0.29304233320089135
37L2,070924,44,Plaid Pref/Null,0.28786477842097835
37L2,070924,45,Preferred,0.17023846951154378
37L2,070924,45,Null,0.19484389985366493
37L2,070924,45,Plaid,0.17213455624024687
37L2,070924,45,Grating,0.20325599836719796
37L2,070924,45,Plaid Pref/Null,0.17213455624024687
37L2,070924,46,Preferred,0.3813102942796278
37L2,070924,46,Null,0.287548891186945
37L2,070924,46,Plaid,0.31333465694056106
37L2,070924,46,Grating,0.3008047624036312
37L2,070924,46,Plaid Pref/Null,0.31333465694056106
37L2,070924,47,Preferred,0.48390675114459974
37L2,070924,47,Null,0.34804576687607636
37L2,070924,47,Plaid,0.37230029138467446
37L2,070924,47,Grating,0.37794526864346994
37L2,070924,47,Plaid Pref/Null,0.37230029138467446
37L2,070924,48,Preferred,0.35651843796259947
37L2,070924,48,Null,0.3633723132117043
37L2,070924,48,Plaid,0.34987783172247255
37L2,070924,48,Grating,0.36857103811459263
37L2,070924,48,Plaid Pref/Null,0.34987783172247255
37L2,070924,49,Preferred,0.29558308603999023
37L2,070924,49,Null,0.24845991572353396
37L2,070924,49,Plaid,0.22518516953395795
37L2,070924,49,Grating,0.2664933372575256
37L2,070924,49,Plaid Pref/Null,0.22518516953395795
37L2,070924,50,Preferred,0.13132520824754682
37L2,070924,50,Null,0.20756288778221232
37L2,070924,50,Plaid,0.15412808628653155
37L2,070924,50,Grating,0.22345808165239278
37L2,070924,50,Plaid Pref/Null,0.15412808628653155
37L2,070924,51,Preferred,0.6012215183635488
37L2,070924,51,Null,0.5903943596032433
37L2,070924,51,Plaid,0.3369947244925691
37L2,070924,51,Grating,0.6891331972635123
37L2,070924,51,Plaid Pref/Null,0.3369947244925691
37L2,070924,52,Preferred,1.129354569698717
37L2,070924,52,Null,0.5294339986067228
37L2,070924,52,Plaid,0.6938627510469139
37L2,070924,52,Grating,0.6742836071485236
37L2,070924,52,Plaid Pref/Null,0.6938627510469139
37L2,070924,53,Preferred,0.22304233780139884
37L2,070924,53,Null,0.2588328302691492
37L2,070924,53,Plaid,0.2501835680122725
37L2,070924,53,Grating,0.25946065881177593
37L2,070924,53,Plaid Pref/Null,0.2501835680122725
37L2,070924,54,Preferred,0.5741861924305935
37L2,070924,54,Null,0.505452072290961
37L2,070924,54,Plaid,0.38793602432224916
37L2,070924,54,Grating,0.5808125022083946
37L2,070924,54,Plaid Pref/Null,0.38793602432224916
37L2,070924,55,Preferred,0.28651968779648845
37L2,070924,55,Null,0.1791302790356582
37L2,070924,55,Plaid,0.1781196078508821
37L2,070924,55,Grating,0.19352603255881892
37L2,070924,55,Plaid Pref/Null,0.1781196078508821
37L2,070924,56,Preferred,0.38839474974851135
37L2,070924,56,Null,0.23724348671616544
37L2,070924,56,Plaid,0.2834568276872568
37L2,070924,56,Grating,0.2356145209990779
37L2,070924,56,Plaid Pref/Null,0.2834568276872568
37L2,070924,57,Preferred,0.24425306524421603
37L2,070924,57,Null,0.20432253820831192
37L2,070924,57,Plaid,0.20285500568428755
37L2,070924,57,Grating,0.20937699608614568
37L2,070924,57,Plaid Pref/Null,0.20285500568428755
37L2,070924,58,Preferred,0.870396840290711
37L2,070924,58,Null,0.31080166805294485
37L2,070924,58,Plaid,0.32108736758277473
37L2,070924,58,Grating,0.4764521791741104
37L2,070924,58,Plaid Pref/Null,0.32108736758277473
37L2,070924,59,Preferred,0.5286287700277661
37L2,070924,59,Null,0.3705508284337002
37L2,070924,59,Plaid,0.27450329653236183
37L2,070924,59,Grating,0.4816490173980117
37L2,070924,59,Plaid Pref/Null,0.27450329653236183
37L2,070924,60,Preferred,0.7214376232777305
37L2,070924,60,Null,0.3602718186547886
37L2,070924,60,Plaid,0.33267138274129276
37L2,070924,60,Grating,0.4831424447078654
37L2,070924,60,Plaid Pref/Null,0.33267138274129276
37L2,070924,61,Preferred,0.634236469227818
37L2,070924,61,Null,0.36949250916273574
37L2,070924,61,Plaid,0.2935717932155304
37L2,070924,61,Grating,0.4701818463527208
37L2,070924,61,Plaid Pref/Null,0.2935717932155304
37L2,070924,62,Preferred,0.24079625684129774
37L2,070924,62,Null,0.2213632259522376
37L2,070924,62,Plaid,0.18689790023139607
37L2,070924,62,Grating,0.2440568071308034
37L2,070924,62,Plaid Pref/Null,0.18689790023139607
37L2,070924,63,Preferred,0.4046866682398264
37L2,070924,63,Null,0.3126504238142408
37L2,070924,63,Plaid,0.33330183419872383
37L2,070924,63,Grating,0.3121397745822594
37L2,070924,63,Plaid Pref/Null,0.33330183419872383
37L2,070924,64,Preferred,0.5481994038255912
37L2,070924,64,Null,0.80754357402009
37L2,070924,64,Plaid,0.37558151661568623
37L2,070924,64,Grating,0.9591894781187864
37L2,070924,64,Plaid Pref/Null,0.37558151661568623
37L2,070924,65,Preferred,0.7345155101489951
37L2,070924,65,Null,0.2660955772168266
37L2,070924,65,Plaid,0.5413162513597456
37L2,070924,65,Grating,0.2899754684529732
37L2,070924,65,Plaid Pref/Null,0.5413162513597456
37L2,071024,0,Preferred,4.485264548207349
37L2,071024,0,Null,5.265590352522569
37L2,071024,0,Plaid,1.2630759455298606
37L2,071024,0,Grating,2.631532942724055
37L2,071024,0,Plaid Pref/Null,1.2630759455298606
37L2,071024,1,Preferred,1.8615344498220343
37L2,071024,1,Null,1.6814615131636326
37L2,071024,1,Plaid,1.5987658057639595
37L2,071024,1,Grating,1.7477736702523659
37L2,071024,1,Plaid Pref/Null,1.5987658057639595
37L2,071024,2,Preferred,0.63293363657006
37L2,071024,2,Null,6.458466517713441
37L2,071024,2,Plaid,4.326934905388061
37L2,071024,2,Grating,7.4728034063633135
37L2,071024,2,Plaid Pref/Null,4.326934905388061
37L2,071024,3,Preferred,9.104947145247557
37L2,071024,3,Null,9.22926285217862
37L2,071024,3,Plaid,9.315977386227003
37L2,071024,3,Grating,9.10731004950217
37L2,071024,3,Plaid Pref/Null,9.315977386227003
37L2,071024,4,Preferred,3.1471675802926122
