Mouse,Date,Neuron,Group,Fano Factor
21N,022524,37,Grating,0.6897556176929794
21N,022524,37,Plaid Pref/Null,1.0444810348194082
21N,022524,38,Preferred,0.8313854581606976
21N,022524,38,Null,4.35245952912269
21N,022524,38,Plaid,0.981461303006028
21N,022524,38,Grating,4.683779013999341
21N,022524,38,Plaid Pref/Null,0.981461303006028
21N,022524,39,Preferred,3.763732839253564
21N,022524,39,Null,1.1876146754922399
21N,022524,39,Plaid,2.582164715105123
21N,022524,39,Grating,2.08013486351618
21N,022524,39,Plaid Pref/Null,2.582164715105123
21N,022524,40,Preferred,0.42483286218551397
21N,022524,40,Null,0.6985800642542473
21N,022524,40,Plaid,0.7485149735749107
21N,022524,40,Grating,0.5845367291853398
21N,022524,40,Plaid Pref/Null,0.7485149735749107
21N,022524,41,Preferred,0.44093049716150706
21N,022524,41,Null,0.584419974562684
21N,022524,41,Plaid,0.5961395612025424
21N,022524,41,Grating,0.576208444192964
21N,022524,41,Plaid Pref/Null,0.5961395612025424
21N,022524,42,Preferred,1.765617028828274
21N,022524,42,Null,1.0632329626062083
21N,022524,42,Plaid,0.8787794255114403
21N,022524,42,Grating,1.1604975574165552
21N,022524,42,Plaid Pref/Null,0.8787794255114403
21N,022524,43,Preferred,0.4629477456492508
21N,022524,43,Null,0.6825789005835611
21N,022524,43,Plaid,0.6408285523068309
21N,022524,43,Grating,0.6926916513138546
21N,022524,43,Plaid Pref/Null,0.6408285523068309
21N,022524,44,Preferred,0.7133001345831304
21N,022524,44,Null,0.6452561530210702
21N,022524,44,Plaid,0.7057851341773668
21N,022524,44,Grating,0.6208863812586685
21N,022524,44,Plaid Pref/Null,0.7057851341773668
21N,022524,45,Preferred,0.49577835951887267
21N,022524,45,Null,0.4622757996106832
21N,022524,45,Plaid,0.6014207651767144
21N,022524,45,Grating,0.4165386568315831
21N,022524,45,Plaid Pref/Null,0.6014207651767144
21N,022524,46,Preferred,1.8522598974899935
21N,022524,46,Null,1.8033369677112487
21N,022524,46,Plaid,1.8157674844473806
21N,022524,46,Grating,1.793293703499465
21N,022524,46,Plaid Pref/Null,1.8157674844473806
21N,022524,47,Preferred,0.4621834198755569
21N,022524,47,Null,0.7770543309143486
21N,022524,47,Plaid,0.7952312185313389
21N,022524,47,Grating,0.7580226137064019
21N,022524,47,Plaid Pref/Null,0.7952312185313389
21N,022524,48,Preferred,0.7042567078722871
21N,022524,48,Null,0.8162117749677701
21N,022524,48,Plaid,0.950205086569772
21N,022524,48,Grating,0.7102498894864094
21N,022524,48,Plaid Pref/Null,0.950205086569772
21N,022524,49,Preferred,0.715077820510072
21N,022524,49,Null,0.6229057142888775
21N,022524,49,Plaid,0.5677268255868698
21N,022524,49,Grating,0.686562905443297
21N,022524,49,Plaid Pref/Null,0.5677268255868698
21N,022524,50,Preferred,0.9842970346266959
21N,022524,50,Null,0.5697385496336833
21N,022524,50,Plaid,0.5666676492642099
21N,022524,50,Grating,0.797684908962509
21N,022524,50,Plaid Pref/Null,0.5666676492642099
21N,022524,51,Preferred,0.7126009870144036
21N,022524,51,Null,0.8746998324428586
21N,022524,51,Plaid,0.8080197191955283
21N,022524,51,Grating,0.8684307214859666
21N,022524,51,Plaid Pref/Null,0.8080197191955283
21N,022524,52,Preferred,0.27239389691954674
21N,022524,52,Null,0.6279598504001193
21N,022524,52,Plaid,0.6773257961095537
21N,022524,52,Grating,0.5750339049932739
21N,022524,52,Plaid Pref/Null,0.6773257961095537
21N,022524,53,Preferred,0.40862335182913706
21N,022524,53,Null,0.6945068890594829
21N,022524,53,Plaid,0.7692207435632421
21N,022524,53,Grating,0.5702112054948645
21N,022524,53,Plaid Pref/Null,0.7692207435632421
21N,022524,54,Preferred,0.4661647057980818
21N,022524,54,Null,0.5932050522317001
21N,022524,54,Plaid,0.4429827383213828
21N,022524,54,Grating,0.6485215376241094
21N,022524,54,Plaid Pref/Null,0.4429827383213828
21N,022524,55,Preferred,0.6422557669910707
21N,022524,55,Null,0.5027550660923853
21N,022524,55,Plaid,0.5580799254147571
21N,022524,55,Grating,0.46647148677092326
21N,022524,55,Plaid Pref/Null,0.5580799254147571
21N,022524,56,Preferred,0.8141061537178267
21N,022524,56,Null,0.6550359639104283
21N,022524,56,Plaid,0.6006278216078687
21N,022524,56,Grating,0.6818697101950905
21N,022524,56,Plaid Pref/Null,0.6006278216078687
21N,022524,57,Preferred,0.8590195256592452
21N,022524,57,Null,0.5177267571776629
21N,022524,57,Plaid,0.4485837693282815
21N,022524,57,Grating,0.57976972076293
21N,022524,57,Plaid Pref/Null,0.4485837693282815
30G,082424,0,Preferred,1.1717676285337069
30G,082424,0,Null,0.9447471013374928
30G,082424,0,Plaid,1.1109560092201507
30G,082424,0,Grating,1.5617267708948677
30G,082424,0,Plaid Pref/Null,1.1109560092201507
30G,082424,1,Preferred,1.5025266415148617
30G,082424,1,Null,1.7387569437612636
30G,082424,1,Plaid,2.6250125995328313
30G,082424,1,Grating,1.2412334980457644
30G,082424,1,Plaid Pref/Null,2.6250125995328313
30G,082424,2,Preferred,0.924722631846301
30G,082424,2,Null,0.7149724000100941
30G,082424,2,Plaid,0.8259933027451798
30G,082424,2,Grating,0.699096050402999
30G,082424,2,Plaid Pref/Null,0.8259933027451798
30G,082424,3,Preferred,2.7825613871021417
30G,082424,3,Null,2.2731455994020444
30G,082424,3,Plaid,1.2014544812408736
30G,082424,3,Grating,2.7689021195548187
30G,082424,3,Plaid Pref/Null,1.2014544812408736
30G,082424,4,Preferred,3.5708995423305305
30G,082424,4,Null,1.834757075742831
30G,082424,4,Plaid,4.518603846514239
30G,082424,4,Grating,2.1833365568584053
30G,082424,4,Plaid Pref/Null,4.518603846514239
30G,082424,5,Preferred,1.829437139441752
30G,082424,5,Null,0.6700486837026749
30G,082424,5,Plaid,0.8836548655999427
30G,082424,5,Grating,0.8871419065005607
30G,082424,5,Plaid Pref/Null,0.8836548655999427
30G,082424,6,Preferred,0.9079087893810842
30G,082424,6,Null,0.681233891707255
30G,082424,6,Plaid,0.8347656228676136
30G,082424,6,Grating,0.4227323322484625
30G,082424,6,Plaid Pref/Null,0.8347656228676136
30G,082424,7,Preferred,3.6493418780569202
30G,082424,7,Null,2.8932629673885386
30G,082424,7,Plaid,3.334069404547664
30G,082424,7,Grating,3.175911749056042
30G,082424,7,Plaid Pref/Null,3.334069404547664
30G,082424,8,Preferred,0.7567884196163228
30G,082424,8,Null,0.33657590068636745
30G,082424,8,Plaid,0.39862639544150075
30G,082424,8,Grating,0.5789306964376396
30G,082424,8,Plaid Pref/Null,0.39862639544150075
30G,082424,9,Preferred,1.4597798011684084
30G,082424,9,Null,0.5453483125579086
30G,082424,9,Plaid,0.8512842475920164
30G,082424,9,Grating,0.9188112458965035
30G,082424,9,Plaid Pref/Null,0.8512842475920164
30G,082424,10,Preferred,0.2621272638832657
30G,082424,10,Null,0.26035283192860464
30G,082424,10,Plaid,0.2703543996102856
30G,082424,10,Grating,0.2539040318654082
30G,082424,10,Plaid Pref/Null,0.2703543996102856
30G,082424,11,Preferred,2.14702644520799
30G,082424,11,Null,0.6544738238103457
30G,082424,11,Plaid,0.4289348291293709
30G,082424,11,Grating,1.2057172469806785
30G,082424,11,Plaid Pref/Null,0.4289348291293709
30G,082424,12,Preferred,0.41132753571994607
30G,082424,12,Null,0.3095781073078139
30G,082424,12,Plaid,0.35005029987974795
30G,082424,12,Grating,0.3189208685442132
30G,082424,12,Plaid Pref/Null,0.35005029987974795
30G,082424,13,Preferred,0.3481200693485439
30G,082424,13,Null,0.21855992840321298
30G,082424,13,Plaid,0.2506344100607389
30G,082424,13,Grating,0.2363886898965354
30G,082424,13,Plaid Pref/Null,0.2506344100607389
30G,082424,14,Preferred,0.3213179617685581
30G,082424,14,Null,0.3017587161809584
30G,082424,14,Plaid,0.3225698622592991
30G,082424,14,Grating,0.29717307534203913
30G,082424,14,Plaid Pref/Null,0.3225698622592991
30G,082424,15,Preferred,0.3838541122728214
30G,082424,15,Null,0.29683604300829375
30G,082424,15,Plaid,0.2792336767099732
30G,082424,15,Grating,0.32043067705332257
30G,082424,15,Plaid Pref/Null,0.2792336767099732
30G,082424,16,Preferred,0.44346370825827125
30G,082424,16,Null,0.42210103157691187
30G,082424,16,Plaid,0.4095158182976402
30G,082424,16,Grating,0.43861150058877546
30G,082424,16,Plaid Pref/Null,0.4095158182976402
30G,082424,17,Preferred,0.20019090235389855
30G,082424,17,Null,0.19629345872544265
30G,082424,17,Plaid,0.22147472194206952
30G,082424,17,Grating,0.18690214374227684
30G,082424,17,Plaid Pref/Null,0.22147472194206952
30G,082424,18,Preferred,0.14437048108676553
30G,082424,18,Null,0.17874215175268704
30G,082424,18,Plaid,0.2120097620840534
30G,082424,18,Grating,0.15501296078224924
30G,082424,18,Plaid Pref/Null,0.2120097620840534
30G,082424,19,Preferred,0.892863531095827
30G,082424,19,Null,0.7101726371747156
30G,082424,19,Plaid,0.6048770239133455
30G,082424,19,Grating,0.7843132134713298
30G,082424,19,Plaid Pref/Null,0.6048770239133455
30G,082424,20,Preferred,1.4416893261715673
30G,082424,20,Null,0.4819596128132942
30G,082424,20,Plaid,0.635353418876147
30G,082424,20,Grating,0.6329506513292564
30G,082424,20,Plaid Pref/Null,0.635353418876147
30G,082424,21,Preferred,0.5885494541823272
30G,082424,21,Null,0.27947890009226195
30G,082424,21,Plaid,0.25700975291114597
30G,082424,21,Grating,0.3400305434249628
30G,082424,21,Plaid Pref/Null,0.25700975291114597
30G,082424,22,Preferred,0.3953402257115208
30G,082424,22,Null,0.346284797986792
30G,082424,22,Plaid,0.37991036369298226
30G,082424,22,Grating,0.3386345037839157
30G,082424,22,Plaid Pref/Null,0.37991036369298226
30G,082424,23,Preferred,0.2514355384147409
30G,082424,23,Null,0.2560297743376573
30G,082424,23,Plaid,0.30017140341510007
30G,082424,23,Grating,0.23148047195728433
30G,082424,23,Plaid Pref/Null,0.30017140341510007
30G,082424,24,Preferred,0.8675940478404481
30G,082424,24,Null,0.3900699448585742
30G,082424,24,Plaid,0.7429530137413553
30G,082424,24,Grating,0.313390569113281
30G,082424,24,Plaid Pref/Null,0.7429530137413553
30G,082424,25,Preferred,0.341406522191234
30G,082424,25,Null,0.2796798890908239
30G,082424,25,Plaid,0.28278089986214977
30G,082424,25,Grating,0.2945210073512424
30G,082424,25,Plaid Pref/Null,0.28278089986214977
30G,082424,26,Preferred,2.5238355955996794
30G,082424,26,Null,0.3811990104190042
30G,082424,26,Plaid,0.3715892776418554
30G,082424,26,Grating,0.7364363798369724
30G,082424,26,Plaid Pref/Null,0.3715892776418554
30G,082424,27,Preferred,0.327493197609644
30G,082424,27,Null,0.27060040533113777
30G,082424,27,Plaid,0.2941853475797929
30G,082424,27,Grating,0.28221284195479546
30G,082424,27,Plaid Pref/Null,0.2941853475797929
30G,082424,28,Preferred,1.2631398845572321
30G,082424,28,Null,0.6087972647793938
30G,082424,28,Plaid,1.0546351605174187
30G,082424,28,Grating,0.7659599447743848
30G,082424,28,Plaid Pref/Null,1.0546351605174187
30G,082424,29,Preferred,0.6900978793164743
30G,082424,29,Null,0.37257969271291025
30G,082424,29,Plaid,0.3371489973608426
30G,082424,29,Grating,0.48731564509216585
30G,082424,29,Plaid Pref/Null,0.3371489973608426
30G,082424,30,Preferred,0.18766283779532061
30G,082424,30,Null,0.19463992769126195
30G,082424,30,Plaid,0.24697287452695066
30G,082424,30,Grating,0.1658720564374946
30G,082424,30,Plaid Pref/Null,0.24697287452695066
30G,082424,31,Preferred,0.7565121460084935
30G,082424,31,Null,0.4277289126349842
30G,082424,31,Plaid,0.6455350881971882
30G,082424,31,Grating,0.33277393584432463
30G,082424,31,Plaid Pref/Null,0.6455350881971882
30G,082424,32,Preferred,0.4584731232991555
30G,082424,32,Null,0.20826290352862228
30G,082424,32,Plaid,0.30430218768552086
30G,082424,32,Grating,0.3225760417653841
30G,082424,32,Plaid Pref/Null,0.30430218768552086
30G,082424,33,Preferred,1.3712515730625188
30G,082424,33,Null,0.7059328843135496
30G,082424,33,Plaid,0.49809210859125236
30G,082424,33,Grating,1.1674919230202798
30G,082424,33,Plaid Pref/Null,0.49809210859125236
30G,082424,34,Preferred,0.2622953953276615
30G,082424,34,Null,0.2514749095656034
30G,082424,34,Plaid,0.2724528982609273
30G,082424,34,Grating,0.2412077015013256
30G,082424,34,Plaid Pref/Null,0.2724528982609273
30G,082424,35,Preferred,0.8709448390130211
30G,082424,35,Null,0.7849461477962384
30G,082424,35,Plaid,0.5526320687269894
30G,082424,35,Grating,0.9445185829845143
30G,082424,35,Plaid Pref/Null,0.5526320687269894
30G,082524,0,Preferred,2.0682251306315673
30G,082524,0,Null,1.8391948120645893
30G,082524,0,Plaid,2.2237848233476276
30G,082524,0,Grating,1.544959639611387
30G,082524,0,Plaid Pref/Null,2.2237848233476276
30G,082524,1,Preferred,1.8267426480927982
30G,082524,1,Null,1.1824469011678067
30G,082524,1,Plaid,1.513069483761367
30G,082524,1,Grating,1.102564234794544
30G,082524,1,Plaid Pref/Null,1.513069483761367
30G,082524,2,Preferred,1.2799185960767783
30G,082524,2,Null,0.55347578683708
30G,082524,2,Plaid,0.4487288530553185
30G,082524,2,Grating,1.223860897806133
30G,082524,2,Plaid Pref/Null,0.4487288530553185
30G,082524,3,Preferred,3.0457647077182255
30G,082524,3,Null,1.573948149777311
30G,082524,3,Plaid,1.949560883468305
30G,082524,3,Grating,1.6251983947827424
30G,082524,3,Plaid Pref/Null,1.949560883468305
30G,082524,4,Preferred,0.8163012892895682
30G,082524,4,Null,0.6723554769841948
30G,082524,4,Plaid,0.7435831653758478
30G,082524,4,Grating,0.6699310472240669
30G,082524,4,Plaid Pref/Null,0.7435831653758478
30G,082524,5,Preferred,2.9074748288952734
30G,082524,5,Null,1.5305995656099287
30G,082524,5,Plaid,2.0996549375059663
30G,082524,5,Grating,1.5522876766456
30G,082524,5,Plaid Pref/Null,2.0996549375059663
30G,082524,6,Preferred,0.29722730273525494
30G,082524,6,Null,0.3464056893918958
30G,082524,6,Plaid,0.31607894654793445
30G,082524,6,Grating,0.34925484242459354
30G,082524,6,Plaid Pref/Null,0.31607894654793445
30G,082524,7,Preferred,2.3211137557133337
30G,082524,7,Null,1.6478820478381058
30G,082524,7,Plaid,2.9655321797023526
30G,082524,7,Grating,2.0069646410416926
30G,082524,7,Plaid Pref/Null,2.9655321797023526
30G,082524,8,Preferred,2.3870122470309822
30G,082524,8,Null,0.9580073222897657
30G,082524,8,Plaid,1.0407158188895633
30G,082524,8,Grating,1.4845608484784274
30G,082524,8,Plaid Pref/Null,1.0407158188895633
30G,082524,9,Preferred,0.40389265475679886
30G,082524,9,Null,0.28745966278497936
30G,082524,9,Plaid,0.33638980535565244
30G,082524,9,Grating,0.2924279715451629
30G,082524,9,Plaid Pref/Null,0.33638980535565244
30G,082524,10,Preferred,0.5494304200128283
30G,082524,10,Null,0.3081262302589907
30G,082524,10,Plaid,0.28575550451405674
30G,082524,10,Grating,0.40137266140643985
30G,082524,10,Plaid Pref/Null,0.28575550451405674
30G,082524,11,Preferred,0.5073323964426338
30G,082524,11,Null,0.2671611474690799
30G,082524,11,Plaid,0.4583558409944646
30G,082524,11,Grating,0.2590929567434664
30G,082524,11,Plaid Pref/Null,0.4583558409944646
30G,082524,12,Preferred,1.835324691804103
30G,082524,12,Null,1.1573752833611115
30G,082524,12,Plaid,1.4062292767209252
30G,082524,12,Grating,1.3575475475557761
30G,082524,12,Plaid Pref/Null,1.4062292767209252
30G,082524,13,Preferred,1.4603498137226307
30G,082524,13,Null,0.43791922263257105
30G,082524,13,Plaid,0.5167017763713739
30G,082524,13,Grating,0.7305868051478986
30G,082524,13,Plaid Pref/Null,0.5167017763713739
30G,082524,14,Preferred,1.8154440147602522
30G,082524,14,Null,0.978771920491314
30G,082524,14,Plaid,1.2637763463668605
30G,082524,14,Grating,0.9955713243342829
30G,082524,14,Plaid Pref/Null,1.2637763463668605
30G,082524,15,Preferred,0.38485211291303967
30G,082524,15,Null,0.37551869732089116
30G,082524,15,Plaid,0.3756204133261679
30G,082524,15,Grating,0.37986149942403064
30G,082524,15,Plaid Pref/Null,0.3756204133261679
30G,082524,16,Preferred,0.2271464028994025
30G,082524,16,Null,0.19145872928272856
30G,082524,16,Plaid,0.2305599559289259
30G,082524,16,Grating,0.1766460717053536
30G,082524,16,Plaid Pref/Null,0.2305599559289259
30G,082524,17,Preferred,1.7448889146914537
30G,082524,17,Null,0.5824928419218155
30G,082524,17,Plaid,0.6313583651384403
30G,082524,17,Grating,0.8904302786501631
30G,082524,17,Plaid Pref/Null,0.6313583651384403
30G,082524,18,Preferred,2.4204689576764133
30G,082524,18,Null,0.7687608528056066
30G,082524,18,Plaid,0.677857835008733
30G,082524,18,Grating,1.1336625832056522
30G,082524,18,Plaid Pref/Null,0.677857835008733
30G,082524,19,Preferred,0.6930008818974976
30G,082524,19,Null,0.3515533839349304
30G,082524,19,Plaid,0.6345189066632401
30G,082524,19,Grating,0.34645346766442364
30G,082524,19,Plaid Pref/Null,0.6345189066632401
30G,082524,20,Preferred,0.2942311037854315
30G,082524,20,Null,0.18878746286831058
30G,082524,20,Plaid,0.23676298560273423
30G,082524,20,Grating,0.20963028865816433
30G,082524,20,Plaid Pref/Null,0.23676298560273423
30G,082524,21,Preferred,0.8593681552553653
30G,082524,21,Null,0.5387480364665818
30G,082524,21,Plaid,0.6293165711554227
30G,082524,21,Grating,0.534225675100328
30G,082524,21,Plaid Pref/Null,0.6293165711554227
30G,082524,22,Preferred,0.46540983243222833
30G,082524,22,Null,0.3137055917136902
30G,082524,22,Plaid,0.3400985786763177
30G,082524,22,Grating,0.3514670427661765
30G,082524,22,Plaid Pref/Null,0.3400985786763177
30G,082524,23,Preferred,0.7746501896481426
30G,082524,23,Null,0.4553501843131647
30G,082524,23,Plaid,0.7932270828854701
30G,082524,23,Grating,0.4606094943409814
30G,082524,23,Plaid Pref/Null,0.7932270828854701
30G,082524,24,Preferred,0.8606285828788529
30G,082524,24,Null,0.7094897142465262
30G,082524,24,Plaid,0.7891562987426208
30G,082524,24,Grating,0.7110488998214937
30G,082524,24,Plaid Pref/Null,0.7891562987426208
30G,082524,25,Preferred,0.548578292682565
30G,082524,25,Null,0.7278325744877118
30G,082524,25,Plaid,0.5681693321778722
30G,082524,25,Grating,0.781264290897863
30G,082524,25,Plaid Pref/Null,0.5681693321778722
30G,082524,26,Preferred,0.38961383463632643
30G,082524,26,Null,0.32491529009181697
30G,082524,26,Plaid,0.32120227462957923
30G,082524,26,Grating,0.3392683070871236
30G,082524,26,Plaid Pref/Null,0.32120227462957923
30N,062824,0,Preferred,6.527843083537667
30N,062824,0,Null,6.312584574794464
30N,062824,0,Plaid,5.951852873181226
30N,062824,0,Grating,6.619414560636631
30N,062824,0,Plaid Pref/Null,5.951852873181226
30N,062824,1,Preferred,2.6702380776488126
30N,062824,1,Null,2.4300290961734112
30N,062824,1,Plaid,1.9300236740510297
30N,062824,1,Grating,2.776097741797973
30N,062824,1,Plaid Pref/Null,1.9300236740510297
30N,062824,2,Preferred,4.553263747013724
30N,062824,2,Null,3.0265390424010223
30N,062824,2,Plaid,1.8065517114200278
30N,062824,2,Grating,3.907467414532526
30N,062824,2,Plaid Pref/Null,1.8065517114200278
30N,062824,3,Preferred,2.108051111720085
30N,062824,3,Null,2.7104635823766685
30N,062824,3,Plaid,2.374511733803477
30N,062824,3,Grating,2.721293341383513
30N,062824,3,Plaid Pref/Null,2.374511733803477
30N,062824,4,Preferred,4.535523299235192
30N,062824,4,Null,3.1481671735352013
30N,062824,4,Plaid,1.7721875286266195
30N,062824,4,Grating,3.9704139584864233
30N,062824,4,Plaid Pref/Null,1.7721875286266195
30N,062824,5,Preferred,5.331357590006472
30N,062824,5,Null,3.86456548335678
30N,062824,5,Plaid,2.4547210841238254
30N,062824,5,Grating,4.486190461831156
30N,062824,5,Plaid Pref/Null,2.4547210841238254
30N,062824,6,Preferred,2.4856757658902193
30N,062824,6,Null,1.780922890062684
30N,062824,6,Plaid,1.5881083769207003
30N,062824,6,Grating,1.9309896416419923
30N,062824,6,Plaid Pref/Null,1.5881083769207003
30N,062824,7,Preferred,4.925403368873216
30N,062824,7,Null,3.3939400452111377
30N,062824,7,Plaid,2.5601283536584054
30N,062824,7,Grating,4.0114398929337645
30N,062824,7,Plaid Pref/Null,2.5601283536584054
30N,062824,8,Preferred,4.427086665560757
30N,062824,8,Null,3.6284258413019552
30N,062824,8,Plaid,3.1384697311237812
30N,062824,8,Grating,4.079804351357172
30N,062824,8,Plaid Pref/Null,3.1384697311237812
30N,062824,9,Preferred,2.8537212878878195
30N,062824,9,Null,2.272062384791204
30N,062824,9,Plaid,3.157143410152938
30N,062824,9,Grating,1.8851963661157887
30N,062824,9,Plaid Pref/Null,3.157143410152938
30N,062824,10,Preferred,3.714264933156223
30N,062824,10,Null,2.5609193960996395
30N,062824,10,Plaid,2.253767928373509
30N,062824,10,Grating,2.8668810896147514
30N,062824,10,Plaid Pref/Null,2.253767928373509
30N,062824,11,Preferred,3.02849604224758
30N,062824,11,Null,2.795476942908919
30N,062824,11,Plaid,2.2830244125244823
30N,062824,11,Grating,3.103971294699303
30N,062824,11,Plaid Pref/Null,2.2830244125244823
30N,062824,12,Preferred,1.980496637989366
30N,062824,12,Null,1.1188823922571027
30N,062824,12,Plaid,1.2753583098235945
30N,062824,12,Grating,1.2953187937937733
30N,062824,12,Plaid Pref/Null,1.2753583098235945
30N,062824,13,Preferred,2.6211529842237753
30N,062824,13,Null,1.7981357053682352
30N,062824,13,Plaid,1.6139053343485104
30N,062824,13,Grating,1.989592364488794
30N,062824,13,Plaid Pref/Null,1.6139053343485104
30N,062824,14,Preferred,2.1651835900864844
30N,062824,14,Null,1.6704466634479809
30N,062824,14,Plaid,1.307426177881765
30N,062824,14,Grating,1.949280766816229
30N,062824,14,Plaid Pref/Null,1.307426177881765
30N,062824,15,Preferred,1.8175288386157258
30N,062824,15,Null,1.204828307213394
30N,062824,15,Plaid,1.3779933027033764
30N,062824,15,Grating,1.2925271324480645
30N,062824,15,Plaid Pref/Null,1.3779933027033764
30N,062824,16,Preferred,1.7266014541261456
30N,062824,16,Null,1.4828580979831414
30N,062824,16,Plaid,1.277483969324522
30N,062824,16,Grating,1.6543766143752543
30N,062824,16,Plaid Pref/Null,1.277483969324522
30N,062824,17,Preferred,2.231161182572846
30N,062824,17,Null,0.8837325087416299
30N,062824,17,Plaid,1.1117989348660189
30N,062824,17,Grating,0.941106081171064
30N,062824,17,Plaid Pref/Null,1.1117989348660189
30N,062824,18,Preferred,0.9174612578474184
30N,062824,18,Null,0.8497597659871192
30N,062824,18,Plaid,0.8497307493914884
30N,062824,18,Grating,0.8705469491617344
30N,062824,18,Plaid Pref/Null,0.8497307493914884
30N,062824,19,Preferred,1.6634826959077011
30N,062824,19,Null,1.1144037697667473
30N,062824,19,Plaid,1.2385599905186622
30N,062824,19,Grating,1.149557515163815
30N,062824,19,Plaid Pref/Null,1.2385599905186622
30N,062824,20,Preferred,0.5523786289773127
30N,062824,20,Null,0.7821986390063124
30N,062824,20,Plaid,0.5832213837912575
30N,062824,20,Grating,0.8219352865915486
30N,062824,20,Plaid Pref/Null,0.5832213837912575
30N,062824,21,Preferred,0.8783648937128713
30N,062824,21,Null,0.9316871170479027
30N,062824,21,Plaid,0.9920836481209606
30N,062824,21,Grating,0.910827249184435
30N,062824,21,Plaid Pref/Null,0.9920836481209606
30N,062824,22,Preferred,1.4413313770741758
30N,062824,22,Null,0.7790709031963606
30N,062824,22,Plaid,0.8701431278964372
30N,062824,22,Grating,0.9517963370427579
30N,062824,22,Plaid Pref/Null,0.8701431278964372
30N,062824,23,Preferred,1.2679528478173183
30N,062824,23,Null,0.920606083881149
30N,062824,23,Plaid,1.067410098625963
30N,062824,23,Grating,0.9425333341435348
30N,062824,23,Plaid Pref/Null,1.067410098625963
30N,062824,24,Preferred,1.351242997199455
30N,062824,24,Null,0.8255953827240761
30N,062824,24,Plaid,0.5705159344615681
30N,062824,24,Grating,1.0287596988148398
30N,062824,24,Plaid Pref/Null,0.5705159344615681
30N,062824,25,Preferred,1.1758371356123771
30N,062824,25,Null,0.7981853970303773
30N,062824,25,Plaid,0.7107346111656377
30N,062824,25,Grating,0.9344017366248937
30N,062824,25,Plaid Pref/Null,0.7107346111656377
30N,062824,26,Preferred,1.1705245312186046
30N,062824,26,Null,1.2286366670066187
30N,062824,26,Plaid,1.1474665659842223
30N,062824,26,Grating,1.2591662094920408
30N,062824,26,Plaid Pref/Null,1.1474665659842223
30N,062824,27,Preferred,0.7662839975626835
30N,062824,27,Null,0.6716756746837034
30N,062824,27,Plaid,0.6053550183531957
30N,062824,27,Grating,0.7150000098085425
30N,062824,27,Plaid Pref/Null,0.6053550183531957
30N,062924,0,Preferred,8.515798050608058
30N,062924,0,Null,7.256509517657065
30N,062924,0,Plaid,7.173758040927349
30N,062924,0,Grating,7.810305028004103
30N,062924,0,Plaid Pref/Null,7.173758040927349
30N,062924,1,Preferred,1.6464269379085168
30N,062924,1,Null,2.2510507033334073
30N,062924,1,Plaid,1.3618650216698853
30N,062924,1,Grating,2.3924565677088103
30N,062924,1,Plaid Pref/Null,1.3618650216698853
30N,062924,2,Preferred,3.1658894821801273
30N,062924,2,Null,2.5886113358707
30N,062924,2,Plaid,2.1959004459900977
30N,062924,2,Grating,2.827954970428383
30N,062924,2,Plaid Pref/Null,2.1959004459900977
30N,062924,3,Preferred,0.6008276342607222
30N,062924,3,Null,1.0988791246866063
30N,062924,3,Plaid,1.3216628869321898
30N,062924,3,Grating,0.809027624074973
30N,062924,3,Plaid Pref/Null,1.3216628869321898
30N,062924,4,Preferred,0.5244667484120806
30N,062924,4,Null,1.1323417107272955
30N,062924,4,Plaid,1.418043416705206
30N,062924,4,Grating,0.7760967411314766
30N,062924,4,Plaid Pref/Null,1.418043416705206
30N,062924,5,Preferred,3.6858425712518534
30N,062924,5,Null,2.705851171841724
30N,062924,5,Plaid,1.975642329382272
30N,062924,5,Grating,3.2482186227961436
30N,062924,5,Plaid Pref/Null,1.975642329382272
30N,062924,6,Preferred,2.193906570358475
30N,062924,6,Null,1.417705872499614
30N,062924,6,Plaid,1.375033949637533
30N,062924,6,Grating,1.6944448573556279
30N,062924,6,Plaid Pref/Null,1.375033949637533
30N,062924,7,Preferred,1.923968591257294
30N,062924,7,Null,1.6780006675277823
30N,062924,7,Plaid,2.8124735028774315
30N,062924,7,Grating,1.1375497694432237
30N,062924,7,Plaid Pref/Null,2.8124735028774315
30N,062924,8,Preferred,2.5339212031023615
30N,062924,8,Null,1.7467592872875695
30N,062924,8,Plaid,1.455046174336202
30N,062924,8,Grating,2.1701245070735147
30N,062924,8,Plaid Pref/Null,1.455046174336202
30N,062924,9,Preferred,2.2525635164817683
30N,062924,9,Null,1.8970295573294065
30N,062924,9,Plaid,1.699592202877303
30N,062924,9,Grating,2.0494663776578643
30N,062924,9,Plaid Pref/Null,1.699592202877303
30N,062924,10,Preferred,1.5417140610921234
30N,062924,10,Null,1.2424352801536849
30N,062924,10,Plaid,1.2559641287054437
30N,062924,10,Grating,1.2881742885254825
30N,062924,10,Plaid Pref/Null,1.2559641287054437
30N,062924,11,Preferred,1.0512833855014867
30N,062924,11,Null,0.9122544321219209
30N,062924,11,Plaid,0.9056498353768764
30N,062924,11,Grating,0.9536255587212518
30N,062924,11,Plaid Pref/Null,0.9056498353768764
30N,062924,12,Preferred,1.580404589714449
30N,062924,12,Null,1.3761841803171089
30N,062924,12,Plaid,1.5783780721212992
30N,062924,12,Grating,1.2937375991438107
30N,062924,12,Plaid Pref/Null,1.5783780721212992
30N,062924,13,Preferred,1.9518032466939954
